ticker,scoring_date,sector,return_21d,return_63d,return_126d,momentum_21_126,volatility_21d,drawdown_63d,price_vs_sma_21d,historical_same_month_avg_return_by_ticker,historical_month_rank_by_ticker,spy_return_63d,market_risk_off_flag,cross_sectional_breadth_21d,ticker_return_21d_minus_sector_return_21d,ticker_rank_within_sector_21d,operating_margin,net_margin,revenue_yoy_growth,eps_diluted_yoy_growth,eps_surprise_pct,trailing_4q_avg_surprise_pct,ar1_beta_63d,rolling_mean_reversion_signal_21d,trend_persistence_63d,forward_excess_return_vs_spy_21d,forward_excess_return_vs_spy_63d,forward_excess_return_vs_spy_126d
AON,2021-12-14,Financials,-0.02060987969858552,0.0032622645530715477,0.209294203141972,0.22990408284055752,0.17896579087032377,-0.08241555648590104,-0.008992105728406696,-0.026475242151969947,12.0,0.03787726689907234,0.0,0.3984375,0.015205373133980668,9.0,,,,-0.721683,2.3529,9.836325,-0.022313542873466412,0.8752177615471396,0.14285714285714285,-0.05269,0.110806,0.039899
APD,2021-12-14,Materials,-0.03806443549087257,0.11290863674023455,0.004857686260283378,0.04292212175115595,0.14838957227822303,-0.05113438512552382,0.010793683959255507,-0.0010233145661210584,11.0,0.03787726689907234,0.0,0.3984375,-0.0359856108194608,3.0,0.221002,0.203342,0.165611,0.110718,0.8032,-2.2261,0.44040924715027485,-0.6521424849136898,0.1111111111111111,-0.014264,-0.186514,-0.012174
APH,2021-12-14,Information Technology,-0.018447751268776957,0.08137990350513302,0.21385815122555685,0.2323059024943338,0.21479433161143976,-0.031360126285849166,-0.010360050358982353,-0.01462584907421327,11.0,0.03787726689907234,0.0,0.3984375,-0.011825556524008199,14.0,,,,-0.347826,6.4516,14.569475,0.07467850114557663,0.55854316879773,0.15873015873015872,-0.011031,-0.029008,-0.018001
AVGO,2021-12-14,Information Technology,0.09177613966372888,0.21516176184539582,0.340344089502451,0.2485679498387221,0.3814228325403694,-0.026547894648151882,0.07248287707380174,0.03293300031953868,4.0,0.03787726689907234,0.0,0.3984375,0.09839833440849764,3.0,,,,,0.9044,1.619975,-0.1698801605974015,-1.7391436276657635,0.14285714285714285,-0.028652,0.050211,0.044077
AXP,2021-12-14,Financials,-0.10467867519420282,0.011868219495459575,-0.006067227324270785,0.09861144786993203,0.4378235655832762,-0.12951679738489397,-0.021300547468361186,-0.010067786118986444,11.0,0.03787726689907234,0.0,0.3984375,-0.06886342236163663,19.0,,,,2.890547,29.7143,43.411575,-0.01069400690742183,0.3760154201724326,-0.047619047619047616,0.060731,0.168405,0.078894
BA,2021-12-14,Industrials,-0.11522450190199662,-0.08738680381864339,-0.1930490917062212,-0.07782458980422458,0.5272759873652235,-0.16126816649565534,-0.06104199591157711,-0.013002646190218691,10.0,0.03787726689907234,0.0,0.3984375,-0.07199558470577433,18.0,0.02672,-0.001242,0.108251,0.983607,-300.0,-168.1777,-0.21368159915164356,1.0763201653001249,-0.19047619047619047,0.139221,0.023265,-0.139807
BAC,2021-12-14,Financials,-0.05473442147569296,0.10469352118817055,0.07087055138045861,0.12560497285615158,0.2812821610930413,-0.08326637067412412,-0.023753839907135754,0.022526068392187425,6.0,0.03787726689907234,0.0,0.3984375,-0.018919168643126774,15.0,,0.372317,0.024821,1.148438,19.7183,18.832125,0.03216625260418199,0.8801032037126607,0.15873015873015872,0.09887,0.031168,-0.089778
BKNG,2021-12-14,Consumer Discretionary,-0.13326528604886612,-0.10565783158922348,-0.0754058386866705,0.057859447362195615,0.4608583795787755,-0.1975945540403371,-0.054181228203419085,0.01218302364374948,7.0,0.03787726689907234,0.0,0.3984375,-0.12813732482162424,12.0,0.206594,,0.435228,1.430147,14.3939,18.509,0.021867952361587287,1.1668357706070323,-0.14285714285714285,0.151158,0.093041,0.104818
BMY,2021-12-14,Health Care,0.0013461477242207032,-0.0323394572649518,-0.09685974045360302,-0.09820588817782372,0.28075212536934296,-0.02144929733628398,0.03983923701811709,0.021370381894697244,4.0,0.03787726689907234,0.0,0.3984375,-0.01321997650713534,12.0,,0.13436,0.0938,3.659091,4.1667,2.4811,-0.046251321677272764,-1.3486900019146848,0.031746031746031744,0.088997,0.237382,0.423111
BSX,2021-12-14,Health Care,-0.028999316129142416,-0.09242390585520044,-0.04511454792536851,-0.016115231796226093,0.29389243746401633,-0.0922222561306425,0.010233614181265116,0.013729692950068562,7.0,0.03787726689907234,0.0,0.3984375,-0.04356544036049846,17.0,,,,3.863636,2.5,12.4141,-0.02593559887973355,-0.34594780226592076,-0.1746031746031746,0.085018,0.129759,0.058211
C,2021-12-14,Financials,-0.12319242236390116,-0.13300926918464984,-0.13888098354695955,-0.01568856118305839,0.20325660215485494,-0.15787266981184955,-0.05953232860847968,0.005231162652478449,6.0,0.03787726689907234,0.0,0.3984375,-0.08737716953133497,20.0,,0.348049,,,20.1117,53.0706,-0.013399393287469568,1.427555586211618,-0.14285714285714285,0.111697,0.000617,-0.02484
CAT,2021-12-14,Industrials,-0.03646009046081755,-0.014468749566344918,-0.06133063601751143,-0.02487054555669388,0.23393656374878394,-0.05885660943313842,0.0016984766695971043,0.01848926262281967,6.0,0.03787726689907234,0.0,0.3984375,0.006768826735404736,9.0,0.141689,,0.218268,0.960494,20.9091,27.915775,0.1387495745458123,-0.07930654308918648,-0.1111111111111111,0.119721,0.133377,0.207706
CB,2021-12-14,Financials,-0.0015558119080540944,0.058144579854117584,0.16008672834794813,0.16164254025600222,0.2855361730921589,-0.018103818352689816,0.023736681088409206,0.010711367971220565,7.0,0.03787726689907234,0.0,0.3984375,0.034259440924512094,4.0,,0.209908,0.165761,4.825203,17.3333,5.8811,-0.05652598204945889,-0.8944523727062432,0.047619047619047616,0.024119,0.156823,0.219452
CDNS,2021-12-14,Information Technology,-0.02965170199746836,0.050853555054822364,0.37332294656507625,0.4029746485625446,0.44548994726271995,-0.06410800484595536,-0.03439578174920099,0.007569908533501835,11.0,0.03787726689907234,0.0,0.3984375,-0.023029507252699602,16.0,,,,0.248322,,,-0.2726511672966598,1.557584959264639,0.1111111111111111,-0.079318,-0.088557,0.015236
CI,2021-12-14,Health Care,-9.522386902149904e-05,0.053874177502703846,-0.07710201796096228,-0.07700679409194078,0.31811936196215457,-0.004757644109340764,0.04163876883870765,-0.03646918992802224,11.0,0.03787726689907234,0.0,0.3984375,-0.014661348100377542,14.0,0.049833,,0.081735,0.056604,,,0.018204891826183747,-1.063044627840111,0.20634920634920634,0.104423,0.158142,0.327299
CL,2021-12-14,Consumer Staples,0.05254356394522541,0.07016197739110552,0.013696031927351582,-0.03884753201787383,0.21340649155954106,0.0,0.056224326687096315,-0.0009644750017900883,9.0,0.03787726689907234,0.0,0.3984375,0.025933831779920962,3.0,,,,0.0,,,-0.03955648916473098,-2.5994852248123017,0.07936507936507936,-0.001055,-0.023452,0.089392
CME,2021-12-14,Financials,0.01594950850070731,0.20891309411463377,0.0486741082023221,0.03272459970161479,0.22916581513044917,-0.01523363001085043,0.009499372219810454,0.025681893643165355,5.0,0.03787726689907234,0.0,0.3984375,0.0517647613332735,2.0,0.5684,0.567751,-0.06412,0.19403,,,-0.1104888009076133,-0.6798005194986977,0.1111111111111111,-0.008677,0.140291,0.080279
CMG,2021-12-14,Consumer Discretionary,-0.09973160951872462,-0.10791035112590663,0.21239276093251314,0.31212437045123775,0.2754549397739235,-0.13726503251778943,-0.017412601354848345,-0.016404110322386867,10.0,0.03787726689907234,0.0,0.3984375,-0.09460364829148273,11.0,0.115753,,0.276337,2.135972,,,0.19132964988951381,0.42496659594406594,-0.14285714285714285,-0.107269,-0.01645,-0.068872
COP,2021-12-14,Energy,-0.02321753417260064,0.19866166756099868,0.17206376169920024,0.19528129587180088,0.37273972824782764,-0.07692305884951278,-0.020096153807610095,0.030023295364480007,4.0,0.03787726689907234,0.0,0.3984375,0.016768859163977946,2.0,,0.168344,1.452184,3.284916,,,0.02445795794154107,0.9365977134572481,0.14285714285714285,0.180314,0.408593,0.746808
COST,2021-12-14,Consumer Staples,0.05446946549439624,0.18555811034411618,0.44236101424286534,0.3878915487484691,0.306705026697014,-0.024122100080579356,0.014684065433966387,-0.015228224049015826,12.0,0.03787726689907234,0.0,0.3984375,0.02785973332909179,2.0,0.034237,0.025555,,0.249446,,,-0.026794755191071842,-0.6825198168371048,0.23809523809523808,-0.058235,0.054499,0.020141
CRM,2021-12-14,Information Technology,-0.16650901758484982,-0.0022250965855774574,0.054457656209304206,0.22096667379415402,0.5378539667118872,-0.17540965380747675,-0.08762386809685785,-0.04119274722028099,11.0,0.03787726689907234,0.0,0.3984375,-0.15988682284008104,25.0,,,,-0.627737,,,0.03105810813847034,1.2551538948038699,0.1111111111111111,-0.111529,-0.13914,-0.164342
CSCO,2021-12-14,Information Technology,0.016719533220736382,0.01042843551902184,0.09530111827338494,0.07858158505264856,0.3103692514821626,-0.024978835283330225,0.02700478222433511,0.008816686318534873,8.0,0.03787726689907234,0.0,0.3984375,0.02334172796550514,8.0,,,,0.372549,,,-0.011025987660060582,-0.9503704041559974,0.047619047619047616,0.064792,0.028329,-0.055927
CVS,2021-12-14,Health Care,0.050627554909102424,0.16149135327202035,0.17955744775083926,0.12892989284173684,0.2647752714438817,-0.0012133248168157973,0.0574615955473301,-0.04315847143459841,10.0,0.03787726689907234,0.0,0.3984375,0.03606143067774638,7.0,0.050875,0.030644,0.082123,0.055085,,,-0.024301211005097852,-1.8190703043996181,0.015873015873015872,0.060363,0.146689,0.111772
CVX,2021-12-14,Energy,0.029179908287440437,0.19669409389757764,0.08642516650150123,0.05724525821406079,0.2371406148257534,-0.01882643219540958,0.006177565032339238,0.0038695967413088896,4.0,0.03787726689907234,0.0,0.3984375,0.06916630162401902,1.0,,0.092447,0.646402,3.095057,,,0.0010080356520714862,-0.3756619081190889,0.30158730158730157,0.084987,0.427807,0.616146
DE,2021-12-14,Industrials,-0.02872985568916786,-0.028303964936825188,0.041385302713963235,0.0701151584031311,0.3174202752485826,-0.05249296680887083,-0.01589076171586823,0.023527563015059892,6.0,0.03787726689907234,0.0,0.3984375,0.014499061507054427,8.0,0.19329,0.143132,,,,,-0.1746809699224014,0.8082848517023781,-0.07936507936507936,0.088628,0.173714,0.129962
DIS,2021-12-14,Communication Services,-0.06596498107734439,-0.19147545593094517,-0.14634145032875767,-0.08037646925141329,0.2371921611455209,-0.18733305133823241,-0.014382407045452239,0.046848001921188674,3.0,0.03787726689907234,0.0,0.3984375,-0.006996599311586964,5.0,0.115192,0.029592,0.031045,1.689873,,,-0.01664699795192428,0.497218492716095,-0.14285714285714285,0.036475,-0.016943,-0.180738
DUK,2021-12-14,Utilities,0.028934681758869152,0.017078495328040955,0.028733867952579262,-0.0002008138062898901,0.19905188784496233,-0.00262050174667805,0.028620799658453544,-0.0015367945128250237,12.0,0.03787726689907234,0.0,0.3984375,-0.018591531246477798,3.0,,,,,,,0.01797343713143493,-1.6915979927295766,-0.07936507936507936,0.007381,0.098011,0.16965
ELV,2021-12-14,Health Care,-0.004244392319190826,0.16190127962451828,0.15334869573520082,0.15759308805439165,0.23009593954019142,-0.004244392319190826,0.038819384758816744,-0.007084300750039896,10.0,0.03787726689907234,0.0,0.3984375,-0.01881051655054687,15.0,0.061739,0.048668,,,,,0.06525404165332378,-1.4047391239149238,0.1111111111111111,0.023657,0.144607,0.248652
EMR,2021-12-14,Industrials,-0.06230751772388288,-0.07545477900351727,-0.06064761227030069,0.0016599054535821889,0.2718788975359722,-0.08302462528830568,-0.010302734500572952,0.005306969274775586,9.0,0.03787726689907234,0.0,0.3984375,-0.01907860052766059,14.0,,,,,,,-0.11881562727517019,0.3846431536879999,-0.047619047619047616,0.058868,0.088345,0.12251
EOG,2021-12-14,Energy,-0.07968105273213044,0.16430173714826668,0.05379495533482226,0.1334760080669527,0.4078914503582509,-0.10119436038863305,-0.017079330781654245,0.026020516023294072,4.0,0.03787726689907234,0.0,0.3984375,-0.039694659395551855,4.0,0.283696,0.212653,0.561758,3.815951,,,-0.021133791556025044,0.6401535759241794,0.015873015873015872,0.198523,0.402575,0.724651
EQIX,2021-12-14,Real Estate,0.04300950104745027,-0.04114205061026133,0.001974569375518209,-0.04103493167193206,0.23546827880024587,-0.0731635232599892,0.007994733401071485,-0.0001841574770747423,8.0,0.03787726689907234,0.0,0.3984375,-0.013946740182588901,2.0,,,,0.151515,,,0.07044519620902073,-0.5710539710981642,0.015873015873015872,-0.077663,-0.065954,-0.020745
ETN,2021-12-14,Industrials,-0.04051230818947649,0.031207661344853976,0.13628260019927763,0.1767949083887541,0.22674678108346294,-0.05209901268524808,-0.02667783299549331,-0.013418210342915859,11.0,0.03787726689907234,0.0,0.3984375,0.0027166090067458,11.0,,,,0.718615,,,-0.044357926773619265,1.2670509579563933,-0.1111111111111111,0.032414,-0.00812,-0.020062
FDX,2021-12-14,Industrials,-0.051613523290315544,-0.06163015979910125,-0.17858325967819955,-0.126969736387884,0.28638690197687094,-0.06813095419695758,-0.009112147795528158,-0.07656514771894449,12.0,0.03787726689907234,0.0,0.3984375,-0.008384606094093257,12.0,,,,-0.133475,,,-0.006378305675972998,0.3533003981326735,0.047619047619047616,0.067399,0.000983,0.149256
GD,2021-12-14,Industrials,0.012439733539435505,0.031296965404219,0.08372228266986825,0.07128254913043275,0.21260964774099034,-0.028875799289331927,0.026170114608512485,-0.04323328278900744,10.0,0.03787726689907234,0.0,0.3984375,0.05566865073565779,4.0,,,,,,,-0.0043089691222486575,-1.2260383105660293,0.1111111111111111,0.038645,0.181918,0.258936
GE,2021-12-14,Industrials,-0.14387947264921275,-0.09767411405331272,-0.14200356780579948,0.0018759048434132675,0.332362188013299,-0.17234260988414019,-0.061961756824014724,0.011887819589503246,4.0,0.03787726689907234,0.0,0.3984375,-0.10065055545299045,19.0,,,,,,,-0.07597252757779685,1.5536446498143681,-0.06349206349206349,0.107293,0.086508,-0.072275
GILD,2021-12-14,Health Care,0.055665246793193734,-0.0072980528735052674,0.06868131083518603,0.013016064041992292,0.14216470416884405,-0.006882902318598005,0.026060763454343494,-0.046826398972330166,10.0,0.03787726689907234,0.0,0.3984375,0.04109912256183769,5.0,,,,5.061404,,,-0.10682089187605955,-1.4855447613982642,0.12698412698412698,0.013239,-0.110921,0.025228
GOOG,2021-12-14,Communication Services,-0.031240385312692354,-0.001621744650802781,0.15333754120307863,0.18457792651577098,0.22507005322034426,-0.0380767362797475,-0.010612994498242045,0.0016870358155627763,8.0,0.03787726689907234,0.0,0.3984375,0.02772799645306507,2.0,,,,1.241067,,,-0.04011338182754739,0.5619257286952001,0.047619047619047616,-0.046328,-0.021245,-0.062328
GOOGL,2021-12-14,Communication Services,-0.03208957518755462,-0.0036179379118197463,0.1915543409977809,0.22364391618533552,0.22437691532088,-0.039586138933671244,-0.012712237737698584,0.0011506091819044161,8.0,0.03787726689907234,0.0,0.3984375,0.026878806578202803,3.0,,,,1.241067,,,-0.007276004874206042,0.6933167387889165,0.047619047619047616,-0.043015,-0.017278,-0.06105
GS,2021-12-14,Financials,-0.03466968678160409,-0.027561063725700885,0.05868217225569716,0.09335185903730125,0.27405815624098034,-0.07780634466319303,-0.005277990741013205,0.03707802938471734,5.0,0.03787726689907234,0.0,0.3984375,0.0011455660509620963,11.0,,,,2.841107,,,0.12427307767992606,0.26793133902672334,-0.14285714285714285,-0.000955,-0.061874,-0.068777
HCA,2021-12-14,Health Care,0.001321055544165839,-0.042331826045424514,0.19006474594744271,0.18874369040327688,0.22932052397143857,-0.061328679602101754,0.032598487253762576,0.021043826201849924,5.0,0.03787726689907234,0.0,0.3984375,-0.013245068687190205,13.0,,,,1.272459,,,0.03128228011295438,-1.2192729921544752,-0.015873015873015872,0.031895,0.145502,-0.078653
HD,2021-12-14,Consumer Discretionary,0.0838187079284598,0.21145729022643134,0.34063258840865274,0.25681388048019294,0.28025323788150996,-0.03359122415815197,-0.004846795090851064,0.00048440968697947004,9.0,0.03787726689907234,0.0,0.3984375,0.0889466691557017,1.0,,,,0.326509,,,-0.13471700949996235,0.1889613506747622,0.36507936507936506,-0.043889,-0.115721,-0.119681
HON,2021-12-14,Industrials,-0.07064138380263174,-0.06367808249133333,-0.04835466638695163,0.022286717415680113,0.1934905526856898,-0.08859184333882097,-0.019072527910890313,-0.013045286124822631,10.0,0.03787726689907234,0.0,0.3984375,-0.027412466606409454,16.0,,,,,,,0.07484768586677353,0.5638656256842618,-0.07936507936507936,0.055642,-0.014068,0.080706
IBM,2021-12-14,Information Technology,0.04034972505960943,-0.04387466220338654,-0.10241015186652203,-0.14275987692613146,0.15201355168732103,-0.09286759360724006,0.03930547530692419,-0.009914590070727813,10.0,0.03787726689907234,0.0,0.3984375,0.04697191980437819,6.0,,0.06304,0.015774,-0.201271,,,0.035418129997048894,-1.6528095539231775,-0.14285714285714285,0.082834,0.095432,0.310606
ICE,2021-12-14,Financials,-0.010939659046472539,0.12672599645006088,0.17868312543464993,0.18962278448112246,0.1825213795030886,-0.03602055709738594,0.004906384713063927,0.003566419014973099,8.0,0.03787726689907234,0.0,0.3984375,0.02487559378609365,7.0,,,,0.583039,,,0.22537118251318738,-0.2854009472911513,0.031746031746031744,-0.035438,0.045491,-0.10245
INTC,2021-12-14,Information Technology,-0.012124652219581367,-0.09206042426645489,-0.1196987718814998,-0.10757411966191843,0.2658258135154511,-0.10632814142670521,-0.006435248089708634,0.017565590535819277,5.0,0.03787726689907234,0.0,0.3984375,-0.005502457474812607,13.0,,,,0.059659,,,-0.01134531609336138,0.33966002445477744,0.015873015873015872,0.099385,0.001941,-0.034012
INTU,2021-12-14,Information Technology,0.01992049271307028,0.11918067027855939,0.3658364269635941,0.3459159342505238,0.5690558759484555,-0.07943478687933969,-0.03288559371531197,0.004026016612411665,9.0,0.03787726689907234,0.0,0.3984375,0.02654268745783904,7.0,,,,0.093333,,,-0.28932437860003746,1.1103986840876068,0.20634920634920634,-0.140403,-0.226554,-0.230344
ISRG,2021-12-14,Health Care,-0.07519793478199188,-0.058152871496040315,0.13001766084660704,0.20521559562859892,0.3444405200497161,-0.1017459959146767,-0.031351288780952946,-0.015208387752602137,11.0,0.03787726689907234,0.0,0.3984375,-0.08976405901334793,21.0,,,,,,,0.0004284138676812107,0.8346677563140923,0.1746031746031746,-0.051837,-0.096951,-0.226276
ITW,2021-12-14,Industrials,0.013034746165750288,0.1039354973664226,0.07207774618026885,0.059043000014518565,0.18747820997294973,-0.009629170887989646,0.008934989768472512,-0.019976579363715906,12.0,0.03787726689907234,0.0,0.3984375,0.056263663361972575,3.0,,,,,,,-0.05049326707236235,-0.571808502408194,0.2698412698412698,0.020993,-0.07032,-0.044373
JNJ,2021-12-14,Health Care,0.038757582801767,0.036182682555954804,0.04861602962433498,0.009858446822567979,0.17566643270731175,0.0,0.051702001793977326,0.013029615511281411,5.0,0.03787726689907234,0.0,0.3984375,0.024191458570410954,9.0,,,,0.242798,,,-0.14564768071576825,-2.3544747618804585,-0.047619047619047616,-0.015032,0.087983,0.187306
JPM,2021-12-14,Financials,-0.046326285683872204,0.01219581085124477,0.03034125785521047,0.07666754353908267,0.22410240248279242,-0.07364086299030315,-0.017167149931402892,0.022678610381030962,6.0,0.03787726689907234,0.0,0.3984375,-0.010511032851306015,13.0,,,,1.361493,,,0.058519811893304956,0.9038133900002386,-0.1746031746031746,0.057476,-0.068493,-0.088785
KLAC,2021-12-14,Information Technology,-0.033439666166202864,0.09021272137899916,0.27180413695189376,0.3052438031180966,0.3431900479220584,-0.05618548046264893,-0.02801572887242576,0.0071998999173409125,11.0,0.03787726689907234,0.0,0.3984375,-0.026817471421434105,17.0,,,,,,,0.13135117129761914,1.3600059962878588,0.015873015873015872,0.049077,-0.062576,-0.008324
KO,2021-12-14,Consumer Staples,0.028938839183455523,0.0423805404897557,0.07349267965373874,0.04455384047028321,0.24765659553459024,0.0,0.05246368160719994,0.01374090997703623,4.0,0.03787726689907234,0.0,0.3984375,0.0023291070181510713,5.0,0.295845,0.25203,0.196205,0.164384,,,0.1184916543360994,-1.970455213059946,0.09523809523809523,0.047586,0.093159,0.223975
LIN,2021-12-14,Materials,-0.004160938688299032,0.06704505874145306,0.16298866232025722,0.16714960100855625,0.1540491321529205,-0.008866272447783263,0.020716074184337296,0.009004557214088549,8.0,0.03787726689907234,0.0,0.3984375,-0.0020821140168872563,2.0,0.162125,0.124472,0.126383,0.641104,,,0.07427807735308575,-1.1613668601521008,0.14285714285714285,-0.009306,-0.029379,0.079941
LLY,2021-12-14,Health Care,-0.03955311468536393,0.07042202310006251,0.13697055900679622,0.17652367369216015,0.1574271016562842,-0.0767903753315684,-0.013806996691086981,0.06965193276183575,1.0,0.03787726689907234,0.0,0.3984375,-0.05411923891671998,19.0,,0.189758,0.18823,-0.053691,,,0.04180922299758669,0.4846743323598183,0.047619047619047616,-0.004884,0.1697,0.359957
LMT,2021-12-14,Industrials,0.02784063898687461,0.00993898517476488,-0.08493103446078443,-0.11277167344765904,0.12335840779163358,-0.0739517621061363,0.019107597459169456,-0.04235849504416289,11.0,0.03787726689907234,0.0,0.3984375,0.0710695561830969,2.0,0.135212,0.086505,0.019621,-0.145089,,,0.04458967289230776,-1.4162725907931333,0.23809523809523808,0.050485,0.283971,0.390063
LOW,2021-12-14,Consumer Discretionary,0.06829724723387787,0.2323044735476565,0.36643033566366645,0.2981330884297886,0.233459501084515,-0.034126562317393416,0.00819616402312584,0.030510808290459445,6.0,0.03787726689907234,0.0,0.3984375,0.07342520846111976,2.0,,,,0.592824,,,-0.10664675404131028,-0.3464830947410936,0.23809523809523808,-0.013019,-0.024111,-0.109517
MA,2021-12-14,Financials,-0.06313614697371028,-0.010934814744691379,-0.061673486489772666,0.0014626604839376167,0.4406720542044576,-0.07849872970989624,0.010891246253973863,0.007378898800305978,9.0,0.03787726689907234,0.0,0.3984375,-0.027320894141144095,16.0,0.530802,,0.222431,0.383442,,,0.03447043861442216,-0.2265344715634501,0.015873015873015872,0.080445,0.07002,0.134269
MAR,2021-12-14,Consumer Discretionary,-0.015784728473395515,0.06448735435729258,0.07541399804459714,0.09119872651799266,0.4398436561596906,-0.08539689334297618,-5.552802481301189e-05,0.03613452749664756,3.0,0.03787726689907234,0.0,0.3984375,-0.010656767246153626,7.0,0.118478,,0.120491,7.0,,,-0.17178526616875053,0.0019627857575914846,-0.015873015873015872,0.06213,0.175258,0.183183
MCD,2021-12-14,Consumer Discretionary,0.0530789748197813,0.09542432864117933,0.12667687180921305,0.07359789698943175,0.18700008912431038,-0.009246538649497649,0.0340799499415847,-0.006735884714822893,10.0,0.03787726689907234,0.0,0.3984375,0.058206936047023185,4.0,0.462356,0.34312,0.238938,0.758389,,,0.025115031365213276,-1.4163175500341012,0.20634920634920634,-0.010275,-0.031258,0.096364
MCO,2021-12-14,Financials,0.011721682762549701,0.03359099119542064,0.13352606900439867,0.12180438624184897,0.287552376148071,-0.03472392125085322,0.0009833091536410876,-0.026798316125987886,11.0,0.03787726689907234,0.0,0.3984375,0.04753693559511589,3.0,,,,0.230272,,,-0.12038704244990192,-0.06455066762039074,0.1111111111111111,-0.080931,-0.138331,-0.151412
MDLZ,2021-12-14,Consumer Staples,0.009716626268202244,0.05387915082103678,0.021512806762563397,0.011796180494361153,0.21746542044375083,0.0,0.035397604093651,0.010820554489028234,7.0,0.03787726689907234,0.0,0.3984375,-0.016893105897102207,7.0,0.163755,0.156538,0.092257,0.403614,,,0.043226492985811264,-1.6528444253659447,0.1111111111111111,0.066655,0.039029,0.117744
MDT,2021-12-14,Health Care,-0.06386736676946747,-0.1474477045234034,-0.09770559968696335,-0.03383823291749588,0.25064645986254863,-0.14505505994101509,-0.008404618852670742,-0.0066235390909560096,9.0,0.03787726689907234,0.0,0.3984375,-0.07843349100082352,20.0,,,,1.125,,,-0.11081250417401207,0.23973138653974022,-0.1746031746031746,-0.025897,0.023379,-0.013912
META,2021-12-14,Communication Services,-0.020974628026888764,-0.10745630375093729,0.00803420817305378,0.029008836199942545,0.3202004522732035,-0.10539869772400845,0.00739671827190147,-0.0192159676499694,10.0,0.03787726689907234,0.0,0.3984375,0.03799375373886866,1.0,,,,0.625402,,,-0.00748264278199491,-0.20714976360812598,-0.015873015873015872,-0.0278,-0.33329,-0.316365
MO,2021-12-14,Consumer Staples,0.010686148387068606,-0.077797892456958,-0.024048248911210157,-0.03473439729827876,0.15696433360399717,-0.06986250695371998,0.027758560125151543,0.023321743929075822,3.0,0.03787726689907234,0.0,0.3984375,-0.015923583778235845,6.0,,,,-0.661765,,,0.025538878692133,-1.6179005612212278,0.047619047619047616,0.123381,0.207768,0.239393
MRK,2021-12-14,Health Care,-0.11405484595184989,0.022103782835930952,-0.019888574536730208,0.09416627141511968,0.28309907155503183,-0.1780496566400016,-0.03751989057876204,0.008402958156483375,8.0,0.03787726689907234,0.0,0.3984375,-0.12862097018320592,22.0,,0.264076,-0.008343,0.01385,,,0.00025784420816817375,0.6437118677906959,0.031746031746031744,0.097046,0.125676,0.343886
MS,2021-12-14,Financials,-0.010315444680655816,-0.03431931356710072,0.10026440204064269,0.1105798467212985,0.31168476131431594,-0.0557998321245865,-0.0002793537903973409,0.014581558307160037,7.0,0.03787726689907234,0.0,0.3984375,0.025499808151910372,6.0,,,,0.30303,,,0.04166672046661936,0.01343949952775757,0.0,0.031698,-0.008408,-0.042506
MSFT,2021-12-14,Information Technology,-0.023103296358583103,0.07913084484166233,0.28048187299177907,0.30358516935036217,0.24702879694924412,-0.04304743381828002,-0.0194912511041212,0.00883657380642191,10.0,0.03787726689907234,0.0,0.3984375,-0.016481101613814345,15.0,,,,0.489011,,,-0.01747798558946368,1.1661418322980464,0.12698412698412698,-0.077741,-0.044981,-0.053655
MU,2021-12-14,Information Technology,0.0774902852791004,0.1298624009298246,0.03623349189665159,-0.04125679338244881,0.4026337750641652,-0.03387072016226356,0.0051086778127023,0.04405982954761138,6.0,0.03787726689907234,0.0,0.3984375,0.08411248002386916,4.0,,,,1.168776,,,0.009374293838114322,-0.12397958473512574,0.1111111111111111,0.143214,0.014122,-0.11226
NEE,2021-12-14,Utilities,0.04772056270409464,0.06877156811660368,0.23932495053211889,0.19160438782802425,0.19776807329310883,-0.01863955096934633,0.01918106791949703,0.014940447926838397,6.0,0.03787726689907234,0.0,0.3984375,0.0001943496987476881,2.0,,,,-0.79798,,,-0.11148336215944218,-1.071920586743229,0.07936507936507936,-0.063028,-0.021888,0.009546
NFLX,2021-12-14,Communication Services,-0.12396539171437115,0.025940622609760267,0.2144147847346729,0.33838017644904406,0.26573850840132524,-0.13546529667214824,-0.0691106859657662,0.029438260614890834,6.0,0.03787726689907234,0.0,0.3984375,-0.06499700994861374,7.0,0.252984,0.205052,0.198179,1.02454,,,0.0780043727078246,1.4042637674179488,0.047619047619047616,-0.137805,-0.34555,-0.522604
NKE,2021-12-14,Consumer Discretionary,-0.02006452425472549,0.04931460741505789,0.2727817670362054,0.29284629129093087,0.1918373253547315,-0.0665468853182769,-0.026241985295477277,0.036101050047923855,4.0,0.03787726689907234,0.0,0.3984375,-0.014936563027483602,8.0,,,,0.221053,,,-0.025831192163492656,1.9186219415255572,0.047619047619047616,-0.101634,-0.184816,-0.134676
NOC,2021-12-14,Industrials,0.05063724723631724,0.06218499660927668,0.01954860454549623,-0.03108864269082101,0.2022976010834037,-0.07072521122047237,0.046695334607443684,-0.027003394777737878,10.0,0.03787726689907234,0.0,0.3984375,0.09386616443253953,1.0,0.181626,0.158909,0.016587,0.557185,,,0.30326990263868336,-1.9369131705982838,0.1746031746031746,0.050808,0.189204,0.404174
