rank_sn,percentile_sn,ticker,review_label,review_status,quintile,comp_sn,comp_raw,comp_sn_z,sector,sector_is_unknown,sector_repaired,before_rank_sn,rank_delta,before_review_label,cohort,liquidity_proxy,fcf_to_assets,avail_fcf_to_assets,operating_accruals,avail_operating_accruals
138,71.64,PGR,HOLD,PAPER_REVIEW_ONLY,4,0.6574,0.19385,0.3833,Financials,False,True,171,33,HOLD,old,313337244.69891,0.02478,2026-03-02,-0.00178,2026-03-02
139,71.43,BR,HOLD,PAPER_REVIEW_ONLY,4,0.65503,0.3433,0.3819,Industrials,False,True,156,17,HOLD,new,94717376.18657,0.03275,2026-04-30,-0.00282,2026-04-30
140,71.22,FIX,HOLD,PAPER_REVIEW_ONLY,4,0.65445,0.65226,0.3816,Industrials,False,True,123,-17,HOLD,old,85788355.64088,0.03479,2026-04-23,-0.00266,2026-04-23
141,71.01,TECH,HOLD,PAPER_REVIEW_ONLY,4,0.65209,0.67028,0.3802,Health Care,False,True,128,-13,HOLD,new,168232972.92486,0.03041,2026-05-06,-0.01396,2026-05-06
142,70.81,CINF,HOLD,PAPER_REVIEW_ONLY,4,0.63989,0.18902,0.3731,Financials,False,True,175,33,HOLD,new,70019221.35416,0.01587,2026-04-27,-0.00927,2026-04-27
143,70.6,DD,HOLD,PAPER_REVIEW_ONLY,4,0.63626,-0.49295,0.371,Materials,False,True,296,153,HOLD,new,33545359.86606,0.00606,2026-05-05,-0.00331,2026-05-05
144,70.39,CF,HOLD,PAPER_REVIEW_ONLY,4,0.6311,-0.50225,0.3679,Materials,False,True,297,153,HOLD,new,174526207.00561,0.01869,2026-05-07,0.00815,2026-05-07
145,70.19,AEM,HOLD,PAPER_REVIEW_ONLY,4,0.63048,-0.50354,0.3676,Materials,False,True,298,153,HOLD,old,143733729.03765,0.02067,2026-04-30,0.00994,2026-04-30
146,69.98,ISRG,HOLD,PAPER_REVIEW_ONLY,4,0.5974,0.96696,0.3483,Health Care,False,False,144,-2,HOLD,old,523796750.64107,0.04021,2026-04-22,-0.00449,2026-04-22
147,69.77,CPT,HOLD,PAPER_REVIEW_ONLY,4,0.57998,0.19721,0.3381,Real Estate,False,True,170,23,HOLD,new,84133013.85812,0.02166,2026-02-12,-0.00451,2026-02-12
148,69.57,CSGP,HOLD,PAPER_REVIEW_ONLY,4,0.55901,0.1933,0.3258,Real Estate,False,True,174,26,HOLD,new,687610371.96707,0.00964,2026-04-29,-0.01466,2026-04-29
149,69.36,IFF,HOLD,PAPER_REVIEW_ONLY,4,0.5572,-0.56294,0.3248,Materials,False,True,306,157,HOLD,new,146286621.56159,0.00366,2026-05-05,-0.0035,2026-05-05
150,69.15,ARES,HOLD,PAPER_REVIEW_ONLY,4,0.54947,0.10291,0.3202,Financials,False,True,184,34,HOLD,new,92661519.96568,0.01377,2026-03-31,-0.00929,2026-03-31
151,68.94,AMD,HOLD,PAPER_REVIEW_ONLY,4,0.54058,0.93649,0.3151,Information Technology,False,False,139,-12,HOLD,old,5013379026.41396,0.03222,2026-05-06,-0.01974,2026-05-06
152,68.74,CB,HOLD,PAPER_REVIEW_ONLY,4,0.53319,0.08169,0.3107,Financials,False,False,152,0,HOLD,old,308934200.62796,0.01748,2026-02-27,-0.0057,2026-02-27
153,68.53,HAS,HOLD,PAPER_REVIEW_ONLY,4,0.52558,1.73636,0.3063,Consumer Discretionary,False,True,55,-98,LONG,new,111774839.37287,0.0532,2026-05-13,-0.0233,2026-05-13
154,68.32,CMCSA,HOLD,PAPER_REVIEW_ONLY,4,0.51906,0.68788,0.3025,Communication Services,False,True,121,-33,HOLD,old,735234303.49464,0.01746,2026-04-23,-0.01814,2026-04-23
155,68.12,ACGL,HOLD,PAPER_REVIEW_ONLY,4,0.51721,0.06137,0.3014,Financials,False,True,191,36,HOLD,new,115434734.82811,0.02077,2026-02-26,-0.00248,2026-02-26
156,67.91,AMT,HOLD,PAPER_REVIEW_ONLY,4,0.51059,0.13808,0.2975,Real Estate,False,True,179,23,HOLD,old,367141410.50154,0.01505,2026-04-28,-0.00892,2026-04-28
157,67.7,CYATY,HOLD,PAPER_REVIEW_ONLY,4,0.50497,0.52522,0.2942,Industrials,False,True,137,-20,HOLD,old,21255749.5378,0.02032,2026-03-31,-0.01237,2026-03-31
158,67.49,PH,HOLD,PAPER_REVIEW_ONLY,4,0.50081,0.20652,0.2918,Industrials,False,False,215,57,HOLD,old,260492946.66061,0.02872,2026-04-30,-0.00261,2026-04-30
159,67.29,COF,HOLD,PAPER_REVIEW_ONLY,4,0.49493,0.04971,0.2884,Financials,False,True,192,33,HOLD,old,360499938.4049,0.0134,2026-02-19,-0.00852,2026-02-19
160,67.08,UNP,HOLD,PAPER_REVIEW_ONLY,4,0.47269,0.49167,0.2754,Industrials,False,False,88,-72,LONG,old,545968024.69713,0.02158,2026-04-23,-0.01061,2026-04-23
161,66.87,TMO,HOLD,PAPER_REVIEW_ONLY,4,0.4693,0.85906,0.2734,Health Care,False,False,153,-8,HOLD,old,664831524.42664,0.02712,2026-02-26,-0.01343,2026-02-26
162,66.67,AJG,HOLD,PAPER_REVIEW_ONLY,4,0.45671,-0.17596,0.266,Financials,False,True,234,72,HOLD,new,172967569.61319,0.0101,2026-02-17,-0.00852,2026-02-17
163,66.46,EL,HOLD,PAPER_REVIEW_ONLY,4,0.44785,0.29063,0.2609,Consumer Staples,False,True,165,2,HOLD,new,314382561.27904,0.01577,2026-05-01,-0.01643,2026-05-01
164,66.25,DTE,HOLD,PAPER_REVIEW_ONLY,4,0.44776,-0.56105,0.2608,Utilities,False,True,308,144,HOLD,new,147411928.35966,-0.00586,2026-04-30,-0.012,2026-04-30
165,66.05,AME,HOLD,PAPER_REVIEW_ONLY,4,0.43092,0.14482,0.251,Industrials,False,True,182,17,HOLD,new,140528406.66517,0.02612,2026-04-30,-0.0032,2026-04-30
166,65.84,KEYS,HOLD,PAPER_REVIEW_ONLY,4,0.42376,0.83055,0.2468,Information Technology,False,True,111,-55,HOLD,old,151503293.29922,0.03545,2026-03-05,-0.01394,2026-03-05
167,65.63,PG,HOLD,PAPER_REVIEW_ONLY,4,0.41744,0.08604,0.2431,Consumer Staples,False,False,243,76,HOLD,old,905629520.3473,0.02357,2026-04-24,-0.0006,2026-04-24
168,65.42,AVB,HOLD,PAPER_REVIEW_ONLY,4,0.40901,0.0439,0.2382,Real Estate,False,True,194,26,HOLD,new,146204577.90575,0.01086,2026-02-27,-0.01056,2026-02-27
169,65.22,KMB,HOLD,PAPER_REVIEW_ONLY,4,0.40508,0.08068,0.2359,Consumer Staples,False,True,188,19,HOLD,new,270594071.67075,0.01868,2026-04-28,-0.00466,2026-04-28
170,65.01,SAN,HOLD,PAPER_REVIEW_ONLY,4,0.39347,-0.04607,0.2291,Financials,False,True,208,38,HOLD,old,28717407.78721,0.01043,2026-02-27,-0.00908,2026-02-27
171,64.8,DOW,HOLD,PAPER_REVIEW_ONLY,4,0.37402,0.78939,0.2177,Materials,False,True,112,-59,HOLD,new,284886111.96291,0.01039,2026-04-24,-0.02625,2026-04-24
172,64.6,EQNR,HOLD,PAPER_REVIEW_ONLY,4,0.37224,0.20748,0.2167,Energy,False,True,176,4,HOLD,old,58169625.51142,0.01486,2026-05-06,-0.01493,2026-05-06
173,64.39,STZ,HOLD,PAPER_REVIEW_ONLY,4,0.36649,0.04488,0.2133,Consumer Staples,False,True,193,20,HOLD,new,296188276.2745,0.0171,2026-01-08,-0.00526,2026-01-08
174,64.18,JNJ,HOLD,PAPER_REVIEW_ONLY,4,0.36473,0.75558,0.2123,Health Care,False,False,169,-5,HOLD,old,1072612020.57244,0.02747,2026-02-11,-0.01101,2026-02-11
175,63.98,FTV,HOLD,PAPER_REVIEW_ONLY,4,0.34983,0.07513,0.2036,Industrials,False,True,195,20,HOLD,new,156514593.63235,0.01797,2026-04-30,-0.00849,2026-04-30
176,63.77,GLW,HOLD,PAPER_REVIEW_ONLY,4,0.34891,0.71528,0.203,Information Technology,False,True,116,-60,HOLD,old,253643292.21584,0.02002,2026-02-12,-0.01653,2026-02-12
177,63.56,C,HOLD,PAPER_REVIEW_ONLY,4,0.34753,-0.08984,0.2022,Financials,False,False,177,0,HOLD,old,965830281.47756,0.00938,2026-02-20,-0.00908,2026-02-20
178,63.35,LNT,HOLD,PAPER_REVIEW_ONLY,4,0.34326,-0.65623,0.1997,Utilities,False,True,326,148,HOLD,new,83013278.77268,-0.00185,2026-05-01,-0.0058,2026-05-01
179,63.15,PODD,HOLD,PAPER_REVIEW_ONLY,4,0.33759,0.3889,0.1964,Health Care,False,True,148,-31,HOLD,new,118123941.43654,0.02879,2026-05-06,-0.0076,2026-05-06
180,62.94,AES,HOLD,PAPER_REVIEW_ONLY,4,0.33449,-0.66082,0.1946,Utilities,False,True,330,150,HOLD,new,112965340.07444,-0.0107,2026-05-05,-0.01352,2026-05-05
181,62.73,TRV,HOLD,PAPER_REVIEW_ONLY,4,0.33177,-0.11381,0.193,Financials,False,True,219,38,HOLD,old,221094358.29035,0.01545,2026-04-16,-0.00342,2026-04-16
182,62.53,COP,HOLD,PAPER_REVIEW_ONLY,4,0.32401,0.16567,0.1885,Energy,False,False,225,43,HOLD,old,487329330.40786,0.01098,2026-04-30,-0.01721,2026-04-30
183,62.32,NOK,HOLD,PAPER_REVIEW_ONLY,4,0.319,0.69021,0.1856,Information Technology,False,True,120,-63,HOLD,old,141853532.48899,0.01687,2026-03-31,-0.01869,2026-03-31
184,62.11,INVH,HOLD,PAPER_REVIEW_ONLY,4,0.31373,-0.05239,0.1825,Real Estate,False,True,209,25,HOLD,new,109258091.2301,0.01262,2026-04-30,-0.00709,2026-04-30
185,61.9,CNQ,HOLD,PAPER_REVIEW_ONLY,4,0.292,0.13635,0.1698,Energy,False,True,186,1,HOLD,old,120090038.21152,0.01265,2026-05-07,-0.01491,2026-05-07
186,61.7,TT,HOLD,PAPER_REVIEW_ONLY,4,0.28404,0.01399,0.1651,Industrials,False,True,203,17,HOLD,old,250154510.41111,0.02381,2026-04-30,-0.00163,2026-04-30
187,61.49,CHTR,HOLD,PAPER_REVIEW_ONLY,4,0.27379,0.45763,0.1592,Communication Services,False,True,141,-46,HOLD,new,540555009.62736,0.00937,2026-04-24,-0.02031,2026-04-24
188,61.28,NET,HOLD,PAPER_REVIEW_ONLY,4,0.25897,0.69088,0.1505,Information Technology,False,True,125,-63,HOLD,old,377992070.03942,0.01364,2026-05-08,-0.02941,2026-05-08
189,61.08,EXC,HOLD,PAPER_REVIEW_ONLY,4,0.25754,-0.73178,0.1497,Utilities,False,True,342,153,HOLD,new,318482534.01387,-0.00539,2026-05-06,-0.00685,2026-05-06
190,60.87,KMI,HOLD,PAPER_REVIEW_ONLY,4,0.2524,0.45381,0.1467,Energy,False,True,142,-48,HOLD,old,221683365.63402,0.02121,2026-02-13,-0.01015,2026-02-13
191,60.66,PCAR,HOLD,PAPER_REVIEW_ONLY,4,0.24849,0.27458,0.1444,Industrials,False,True,162,-29,HOLD,old,165222985.54604,0.01893,2026-04-29,-0.00842,2026-04-29
192,60.46,MCHP,HOLD,PAPER_REVIEW_ONLY,4,0.24782,0.67769,0.144,Information Technology,False,True,127,-65,HOLD,new,469124925.92244,0.02226,2026-02-05,-0.0214,2026-02-05
193,60.25,CSX,HOLD,PAPER_REVIEW_ONLY,4,0.24552,0.27507,0.1426,Industrials,False,True,163,-30,HOLD,old,381404759.50101,0.01648,2026-04-22,-0.01051,2026-04-22
194,60.04,HSY,HOLD,PAPER_REVIEW_ONLY,3,0.2396,0.10028,0.1392,Consumer Staples,False,True,190,-4,HOLD,new,205648649.72386,0.02559,2026-04-30,-0.00244,2026-04-30
195,59.83,T,HOLD,PAPER_REVIEW_ONLY,3,0.22557,0.40814,0.131,Communication Services,False,False,185,-10,HOLD,old,725872437.38793,0.0108,2026-02-09,-0.01808,2026-02-09
196,59.63,EIX,HOLD,PAPER_REVIEW_ONLY,3,0.21786,-0.52898,0.1265,Utilities,False,True,300,104,HOLD,new,152260429.1127,-0.00119,2026-04-28,-0.00907,2026-04-28
197,59.42,TMUS,HOLD,PAPER_REVIEW_ONLY,3,0.20901,0.39661,0.1213,Communication Services,False,True,146,-51,HOLD,old,563520236.92723,0.00738,2026-02-11,-0.02076,2026-02-11
198,59.21,GPN,HOLD,PAPER_REVIEW_ONLY,3,0.20893,-0.39679,0.1212,Financials,False,True,278,80,HOLD,new,225852971.60201,0.00651,2026-02-20,-0.00558,2026-02-20
199,59.01,SRE,HOLD,PAPER_REVIEW_ONLY,3,0.20294,-0.7806,0.1177,Utilities,False,True,355,156,HOLD,old,194885263.93977,-0.00574,2026-05-07,-0.00581,2026-05-07
200,58.8,PEG,HOLD,PAPER_REVIEW_ONLY,3,0.20009,-0.7858,0.1161,Utilities,False,True,356,156,HOLD,new,163773194.12767,0.0014,2026-05-05,0.00067,2026-05-05
201,58.59,BIIB,HOLD,PAPER_REVIEW_ONLY,3,0.19981,0.59853,0.1159,Health Care,False,True,131,-70,HOLD,new,382312706.50552,0.02363,2026-04-29,-0.01106,2026-04-29
202,58.39,APO,HOLD,PAPER_REVIEW_ONLY,3,0.17806,-0.42334,0.1032,Financials,False,True,284,82,HOLD,old,182111093.33436,0.00347,2026-05-07,-0.00754,2026-05-07
203,58.18,FCX,HOLD,PAPER_REVIEW_ONLY,3,0.17636,0.56731,0.1022,Materials,False,True,134,-69,HOLD,old,473413569.31123,0.03007,2026-02-13,-0.00493,2026-02-13
204,57.97,PYPL,HOLD,PAPER_REVIEW_ONLY,3,0.16828,-0.43501,0.0975,Financials,False,False,205,1,HOLD,new,1028311754.59391,0.01131,2026-05-05,-0.00026,2026-05-05
205,57.76,AMCR,HOLD,PAPER_REVIEW_ONLY,3,0.16407,-0.9136,0.095,Materials,False,True,374,169,HOLD,new,23463243.56293,-0.00126,2026-03-10,0.00186,2026-03-10
206,57.56,VZ,HOLD,PAPER_REVIEW_ONLY,3,0.15985,0.34343,0.0926,Communication Services,False,False,197,-9,HOLD,old,682047652.13294,0.0108,2026-02-17,-0.01675,2026-02-17
207,57.35,BXP,HOLD,PAPER_REVIEW_ONLY,3,0.15906,-0.20134,0.0921,Real Estate,False,True,232,25,HOLD,new,102234254.30604,0.01021,2026-02-27,-0.00609,2026-02-27
208,57.14,BDX,HOLD,PAPER_REVIEW_ONLY,3,0.15767,0.23427,0.0913,Health Care,False,True,172,-36,HOLD,new,416533815.98068,0.01074,2026-05-07,-0.01932,2026-05-07
209,56.94,IBKR,HOLD,PAPER_REVIEW_ONLY,3,0.1523,-0.2799,0.0882,Financials,False,True,249,40,HOLD,old,100085051.01799,0.00781,2026-02-27,-0.00652,2026-02-27
210,56.73,ON,HOLD,PAPER_REVIEW_ONLY,3,0.15207,0.59336,0.088,Information Technology,False,True,136,-74,HOLD,new,310579365.41483,0.01817,2026-05-04,-0.02269,2026-05-04
211,56.52,ROK,HOLD,PAPER_REVIEW_ONLY,3,0.13395,-0.12081,0.0774,Industrials,False,True,222,11,HOLD,new,199061923.14665,0.02443,2026-05-05,0.00266,2026-05-05
212,56.31,SPG,HOLD,PAPER_REVIEW_ONLY,3,0.12191,0.01939,0.0704,Real Estate,False,True,202,-10,HOLD,old,214266185.26297,0.01577,2026-05-11,-0.0089,2026-05-11
213,56.11,HIG,HOLD,PAPER_REVIEW_ONLY,3,0.1095,-0.32754,0.0631,Financials,False,True,258,45,HOLD,new,139458033.23009,0.01175,2026-04-23,-0.00219,2026-04-23
214,55.9,EMR,HOLD,PAPER_REVIEW_ONLY,3,0.10841,-0.14077,0.0625,Industrials,False,False,275,61,HOLD,old,244194583.76676,0.01649,2026-05-05,-0.00382,2026-05-05
215,55.69,EXR,HOLD,PAPER_REVIEW_ONLY,3,0.09509,-0.26737,0.0547,Real Estate,False,True,244,29,HOLD,new,128444704.23832,0.01238,2026-02-20,-0.00288,2026-02-20
216,55.49,BCS,HOLD,PAPER_REVIEW_ONLY,3,0.09357,-0.32844,0.0538,Financials,False,True,259,43,HOLD,old,72708402.88398,0.00113,2022-12-31,-0.01121,2026-02-10
217,55.28,GL,HOLD,PAPER_REVIEW_ONLY,3,0.09202,-0.34332,0.0529,Financials,False,True,263,46,HOLD,new,58200822.61441,0.01071,2026-02-25,-0.00275,2026-02-25
218,55.07,NWG,HOLD,PAPER_REVIEW_ONLY,3,0.09075,-0.5006,0.0522,Financials,False,True,301,83,HOLD,old,13662672.75696,0.00072,2024-02-23,-0.00783,2026-02-17
219,54.87,SW,HOLD,PAPER_REVIEW_ONLY,3,0.08012,-0.98589,0.046,Materials,False,True,381,162,HOLD,new,40680377.00288,-0.0093,2026-04-30,-0.00327,2026-04-30
220,54.66,PCG,HOLD,PAPER_REVIEW_ONLY,3,0.07497,-0.66225,0.043,Utilities,False,True,322,102,HOLD,new,240235067.68794,-0.00652,2026-04-23,-0.01088,2026-04-23
221,54.45,STE,HOLD,PAPER_REVIEW_ONLY,3,0.07294,0.1553,0.0418,Health Care,False,True,181,-40,HOLD,new,90146123.1365,0.01884,2026-02-06,-0.00995,2026-02-06
222,54.24,KKR,HOLD,PAPER_REVIEW_ONLY,3,0.06261,-0.52762,0.0357,Financials,False,True,305,83,HOLD,old,220019692.61266,0.00553,2026-02-27,-0.00282,2026-02-27
223,54.04,IQV,HOLD,PAPER_REVIEW_ONLY,3,0.05631,0.14124,0.0321,Health Care,False,True,183,-40,HOLD,new,205702938.96369,0.01655,2026-05-05,-0.01159,2026-05-05
224,53.83,FDS,HOLD,PAPER_REVIEW_ONLY,3,0.05578,-0.39394,0.0318,Financials,False,True,271,47,HOLD,new,100670890.83567,0.02143,2026-01-05,0.00741,2026-01-05
225,53.62,SBAC,HOLD,PAPER_REVIEW_ONLY,3,0.03774,-0.33564,0.0212,Real Estate,False,True,260,35,HOLD,new,179283350.22541,0.02085,2026-02-27,0.00573,2026-02-27
226,53.42,VLO,HOLD,PAPER_REVIEW_ONLY,3,0.0321,-0.09931,0.0179,Energy,False,True,221,-5,HOLD,old,335210105.73245,0.01979,2026-04-30,-0.00204,2026-04-30
227,53.21,ATO,HOLD,PAPER_REVIEW_ONLY,3,0.03145,-0.93307,0.0175,Utilities,False,True,376,149,HOLD,new,94125480.93253,-0.00922,2026-05-06,-0.00466,2026-05-06
228,53.0,ROP,HOLD,PAPER_REVIEW_ONLY,3,0.01928,0.38921,0.0104,Information Technology,False,False,285,57,HOLD,new,217812771.12887,0.02106,2026-02-24,-0.00895,2026-02-24
229,52.8,EQR,HOLD,PAPER_REVIEW_ONLY,3,0.01775,-0.34524,0.0095,Real Estate,False,True,265,36,HOLD,new,134892725.15282,0.01361,2026-02-13,-0.00024,2026-02-13
230,52.59,EPD,HOLD,PAPER_REVIEW_ONLY,3,0.0068,0.22055,0.0031,Energy,False,True,167,-63,HOLD,old,99526815.96623,0.01503,2026-02-27,-0.01063,2026-02-27
231,52.38,AXP,HOLD,PAPER_REVIEW_ONLY,3,-0.00274,-0.43368,-0.0024,Financials,False,False,230,-1,HOLD,old,517814007.52611,0.0086,2026-04-23,-0.0027,2026-04-23
232,52.17,PBR,HOLD,PAPER_REVIEW_ONLY,3,-0.00749,-0.13255,-0.0052,Energy,False,True,224,-8,HOLD,old,147737859.19156,0.01367,2026-05-12,-0.00655,2026-05-12
233,51.97,AEP,HOLD,PAPER_REVIEW_ONLY,3,-0.00874,-0.96836,-0.006,Utilities,False,True,378,145,HOLD,old,225400121.49027,-0.01124,2026-05-05,-0.00548,2026-05-05
234,51.76,JCI,HOLD,PAPER_REVIEW_ONLY,3,-0.01035,-0.24697,-0.0069,Industrials,False,True,248,14,HOLD,old,255664200.41984,0.01575,2026-05-06,-0.00154,2026-05-06
235,51.55,TSLA,HOLD,PAPER_REVIEW_ONLY,3,-0.01999,0.66455,-0.0125,Consumer Discretionary,False,False,290,55,HOLD,old,16664914048.51181,0.01005,2026-04-23,-0.02398,2026-04-23
236,51.35,PNW,HOLD,PAPER_REVIEW_ONLY,3,-0.02025,-0.97809,-0.0127,Utilities,False,True,380,144,HOLD,new,78895371.05773,-0.01281,2026-05-04,-0.00659,2026-05-04
237,51.14,BLDR,HOLD,PAPER_REVIEW_ONLY,3,-0.03055,-0.26059,-0.0187,Industrials,False,True,252,15,HOLD,new,119907063.29287,0.0036,2026-04-30,-0.01193,2026-04-30
238,50.93,MFC,HOLD,PAPER_REVIEW_ONLY,3,-0.03372,-0.61322,-0.0206,Financials,False,True,317,79,HOLD,old,46903558.29937,0.00345,2026-05-13,-0.00229,2026-05-13
239,50.72,ICE,HOLD,PAPER_REVIEW_ONLY,3,-0.03835,-0.61846,-0.0233,Financials,False,False,236,-3,HOLD,old,287269629.41065,0.00642,2026-04-30,0.00049,2026-04-30
240,50.52,MET,HOLD,PAPER_REVIEW_ONLY,3,-0.03865,-0.6177,-0.0234,Financials,False,True,318,78,HOLD,new,284088628.87649,0.00362,2026-05-07,-0.00202,2026-05-07
241,50.31,HWM,HOLD,PAPER_REVIEW_ONLY,3,-0.04002,-0.27792,-0.0242,Industrials,False,True,255,14,HOLD,old,168753183.88818,0.02747,2026-05-07,0.00972,2026-05-07
242,50.1,REGN,HOLD,PAPER_REVIEW_ONLY,3,-0.04683,0.35966,-0.0282,Health Care,False,False,228,-14,HOLD,old,451153713.37294,0.02076,2026-04-29,-0.00861,2026-04-29
243,49.9,HSBC,HOLD,PAPER_REVIEW_ONLY,3,-0.07228,-0.64759,-0.0431,Financials,False,True,323,80,HOLD,old,69327512.0013,0.0029,2026-02-25,-0.00182,2026-02-25
244,49.69,SPGI,HOLD,PAPER_REVIEW_ONLY,3,-0.07844,-0.5194,-0.0467,Financials,False,False,247,3,HOLD,old,454232906.10424,0.01661,2026-04-28,0.00589,2026-04-28
245,49.48,EVRG,HOLD,PAPER_REVIEW_ONLY,3,-0.08013,-1.03098,-0.0477,Utilities,False,True,384,139,HOLD,new,101282391.09806,-0.01497,2026-02-19,-0.00705,2026-02-19
246,49.28,TEL,HOLD,PAPER_REVIEW_ONLY,3,-0.0838,0.28395,-0.0498,Information Technology,False,True,161,-85,HOLD,old,197347526.3942,0.02375,2026-01-23,-0.0045,2026-01-23
247,49.07,STM,HOLD,PAPER_REVIEW_ONLY,3,-0.08977,0.30255,-0.0533,Information Technology,False,True,157,-90,HOLD,old,119213068.25649,0.00619,2026-04-23,-0.01984,2026-04-23
248,48.86,O,HOLD,PAPER_REVIEW_ONLY,3,-0.09114,-0.17,-0.0541,Real Estate,False,True,233,-15,HOLD,old,182084097.64952,0.01138,2026-05-07,-0.00755,2026-05-07
249,48.65,CMS,HOLD,PAPER_REVIEW_ONLY,3,-0.09244,-0.82465,-0.0549,Utilities,False,True,359,110,HOLD,new,127186782.69813,-0.00829,2026-04-28,-0.00906,2026-04-28
250,48.45,ALAB,HOLD,PAPER_REVIEW_ONLY,3,-0.09723,0.36161,-0.0577,Information Technology,False,True,151,-99,HOLD,old,643138125.25541,0.04039,2026-05-06,0.00344,2026-05-06
251,48.24,NVS,HOLD,PAPER_REVIEW_ONLY,3,-0.10553,0.29704,-0.0625,Health Care,False,True,158,-93,HOLD,old,152673893.56735,0.0242,2026-04-28,-0.00439,2026-04-28
252,48.03,SU,HOLD,PAPER_REVIEW_ONLY,3,-0.10684,-0.22182,-0.0633,Energy,False,True,242,-10,HOLD,old,130083020.09666,0.0142,2026-05-06,-0.00361,2026-05-06
253,47.83,ETR,HOLD,PAPER_REVIEW_ONLY,3,-0.11047,-0.83465,-0.0654,Utilities,False,True,360,107,HOLD,new,275523593.84067,-0.01386,2026-02-19,-0.0136,2026-02-19
254,47.62,PFG,HOLD,PAPER_REVIEW_ONLY,3,-0.11476,-0.53899,-0.0679,Financials,False,True,302,48,HOLD,new,92994586.50332,0.00501,2026-02-18,-0.00359,2026-02-18
255,47.41,PPL,HOLD,PAPER_REVIEW_ONLY,3,-0.12258,-1.07058,-0.0725,Utilities,False,True,394,139,SHORT,new,163763278.64681,-0.01082,2026-05-08,-0.00227,2026-05-08
256,47.2,TRP,HOLD,PAPER_REVIEW_ONLY,3,-0.12331,-0.23469,-0.0729,Energy,False,True,245,-11,HOLD,old,71525934.37509,0.0091,2026-03-31,-0.00778,2026-03-31
257,47.0,MTD,HOLD,PAPER_REVIEW_ONLY,3,-0.12859,-0.03077,-0.076,Health Care,False,True,214,-43,HOLD,new,140198697.57654,0.03336,2026-05-08,0.00808,2026-05-08
258,46.79,MFG,HOLD,PAPER_REVIEW_ONLY,3,-0.14509,-0.71238,-0.0856,Financials,False,True,338,80,HOLD,old,5195833.60977,0.00161,2026-05-15,-0.00118,2026-05-15
259,46.58,PWR,HOLD,PAPER_REVIEW_ONLY,3,-0.14946,-0.36834,-0.0882,Industrials,False,True,273,14,HOLD,old,166957583.3594,0.00667,2026-04-30,-0.00623,2026-04-30
260,46.38,WMB,HOLD,PAPER_REVIEW_ONLY,3,-0.14999,-0.25676,-0.0885,Energy,False,True,251,-9,HOLD,old,214537033.60366,0.0041,2026-05-04,-0.0116,2026-05-04
261,46.17,FISV,HOLD,PAPER_REVIEW_ONLY,3,-0.1695,-0.73434,-0.0999,Financials,False,True,343,82,HOLD,new,394930970.05373,0.0018,2026-05-06,-0.0004,2026-05-06
262,45.96,BAM,HOLD,PAPER_REVIEW_ONLY,3,-0.1727,-0.74354,-0.1018,Financials,False,True,345,83,HOLD,old,80081107.19493,0.0189,2026-05-08,0.01502,2026-05-08
263,45.76,PRU,HOLD,PAPER_REVIEW_ONLY,3,-0.1813,-0.74475,-0.1068,Financials,False,True,347,84,HOLD,new,194787941.1149,0.00132,2026-05-06,-0.00054,2026-05-06
264,45.55,TFC,HOLD,PAPER_REVIEW_ONLY,3,-0.19431,-0.61693,-0.1144,Financials,False,True,311,47,HOLD,old,243710886.47346,0.00472,2026-02-24,-0.00224,2026-02-24
265,45.34,PLD,HOLD,PAPER_REVIEW_ONLY,3,-0.19719,-0.55428,-0.1161,Real Estate,False,False,166,-99,HOLD,old,286232631.76292,0.01173,2026-02-13,0.00245,2026-02-13
266,45.13,KIM,HOLD,PAPER_REVIEW_ONLY,3,-0.19727,-0.26554,-0.1161,Real Estate,False,True,253,-13,HOLD,new,89490179.20639,0.01241,2026-04-30,-0.00399,2026-04-30
267,44.93,NEE,HOLD,PAPER_REVIEW_ONLY,3,-0.19729,-0.93581,-0.1161,Utilities,False,False,211,-56,HOLD,old,515539786.5865,-0.00262,2026-04-23,-0.00195,2026-04-23
268,44.72,XOM,HOLD,PAPER_REVIEW_ONLY,3,-0.19907,-0.30103,-0.1172,Energy,False,False,315,47,HOLD,old,1297587114.02638,0.00481,2026-05-04,-0.00974,2026-05-04
269,44.51,FRT,HOLD,PAPER_REVIEW_ONLY,3,-0.20696,-0.27455,-0.1218,Real Estate,False,True,256,-13,HOLD,new,64676142.11279,0.0133,2026-03-31,-0.00295,2026-03-31
270,44.31,DHI,HOLD,PAPER_REVIEW_ONLY,3,-0.23468,0.43388,-0.138,Consumer Discretionary,False,True,143,-127,HOLD,new,275575061.73325,0.02386,2026-01-22,-0.00748,2026-01-22
271,44.1,RVTY,HOLD,PAPER_REVIEW_ONLY,3,-0.24274,-0.12572,-0.1427,Health Care,False,True,223,-48,HOLD,new,87840034.25294,0.0134,2026-02-24,-0.00698,2026-02-24
272,43.89,SO,HOLD,PAPER_REVIEW_ONLY,3,-0.25151,-1.18613,-0.1478,Utilities,False,False,207,-65,HOLD,old,270046551.28242,-0.01094,2026-03-31,0.00083,2026-03-31
273,43.69,NI,HOLD,PAPER_REVIEW_ONLY,3,-0.25238,-1.18729,-0.1483,Utilities,False,True,405,132,SHORT,new,106610789.25277,-0.00992,2026-05-06,0.00177,2026-05-06
