ticker,original_sector,resolved_sector,resolved_industry,source_family,source_field,source_file,confidence,point_in_time,reason
IFF,Unknown,Materials,Chemicals,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/IFF.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
IFNNY,Unknown,Information Technology,Semiconductors & Semiconductor Equipment,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/IFNNY.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
IMO,Unknown,Energy,"Oil, Gas & Consumable Fuels",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/IMO.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
ING,Unknown,Financials,Banks,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/ING.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
IP,Unknown,Materials,Containers & Packaging,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/IP.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
IQV,Unknown,Health Care,Life Sciences Tools & Services,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/IQV.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
IRM,Unknown,Real Estate,Specialized REITs,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/IRM.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
IT,Unknown,Information Technology,IT Services,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/IT.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
ITUB,Unknown,Financials,Banks,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/ITUB.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
ITW,Industrials,Industrials,Machinery,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/ITW.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
J,Unknown,Industrials,Construction & Engineering,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/J.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
JCI,Unknown,Industrials,Building Products,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/JCI.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
JKHY,Unknown,Financials,Financial Services,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/JKHY.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
KEYS,Unknown,Information Technology,"Electronic Equipment, Instruments & Components",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/KEYS.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
KHC,Unknown,Consumer Staples,Food Products,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/KHC.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
KIM,Unknown,Real Estate,Retail REITs,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/KIM.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
KKR,Unknown,Financials,Capital Markets,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/KKR.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
KVUE,Unknown,Consumer Staples,Personal Care Products,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/KVUE.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
L,Unknown,Financials,Insurance,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/L.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
LDOS,Unknown,Information Technology,IT Services,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/LDOS.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
LH,Unknown,Health Care,Health Care Providers & Services,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/LH.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
LHX,Unknown,Industrials,Aerospace & Defense,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/LHX.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
LIN,Materials,Materials,Chemicals,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/LIN.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
LITE,Unknown,Information Technology,Communications Equipment,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/LITE.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
LLY,Health Care,Health Care,Pharmaceuticals,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/LLY.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
LNT,Unknown,Utilities,Electric Utilities,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/LNT.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
LULU,Unknown,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/LULU.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
LYB,Unknown,Materials,Chemicals,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/LYB.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
LYV,Unknown,Communication Services,Entertainment,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/LYV.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MA,Financials,Financials,Financial Services,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MA.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MAR,Consumer Discretionary,Consumer Discretionary,"Hotels, Restaurants & Leisure",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MAR.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MCD,Consumer Discretionary,Consumer Discretionary,"Hotels, Restaurants & Leisure",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MCD.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MCHP,Unknown,Information Technology,Semiconductors & Semiconductor Equipment,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MCHP.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MCK,Unknown,Health Care,Health Care Providers & Services,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MCK.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MDLN,Unknown,Health Care,Health Care Equipment & Supplies,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MDLN.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MELI,Unknown,Consumer Discretionary,Broadline Retail,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MELI.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MET,Unknown,Financials,Insurance,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MET.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MFC,Unknown,Financials,Insurance,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MFC.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MFG,Unknown,Financials,Banks,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MFG.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MLM,Unknown,Materials,Construction Materials,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MLM.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MNST,Unknown,Consumer Staples,Beverages,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MNST.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MO,Consumer Staples,Consumer Staples,Tobacco,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MO.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MOS,Unknown,Materials,Chemicals,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MOS.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MPC,Unknown,Energy,"Oil, Gas & Consumable Fuels",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MPC.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MPWR,Unknown,Information Technology,Semiconductors & Semiconductor Equipment,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MPWR.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MRK,Health Care,Health Care,Pharmaceuticals,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MRK.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MRNA,Unknown,Health Care,Biotechnology,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MRNA.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MSI,Unknown,Information Technology,Communications Equipment,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MSI.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MTD,Unknown,Health Care,Life Sciences Tools & Services,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MTD.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
MUFG,Unknown,Financials,Banks,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/MUFG.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
NBIS,Unknown,Information Technology,Software,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/NBIS.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
NCLH,Unknown,Consumer Discretionary,"Hotels, Restaurants & Leisure",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/NCLH.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
NDSN,Unknown,Industrials,Machinery,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/NDSN.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
NET,Unknown,Information Technology,Software,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/NET.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
NI,Unknown,Utilities,Multi-Utilities,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/NI.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
NRG,Unknown,Utilities,Electric Utilities,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/NRG.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
NU,Unknown,Financials,Banks,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/NU.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
NVO,Unknown,Health Care,Pharmaceuticals,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/NVO.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
NWG,Unknown,Financials,Banks,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/NWG.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
NWS,Unknown,Communication Services,Media,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/NWS.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
NWSA,Unknown,Communication Services,Media,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/NWSA.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
O,Unknown,Real Estate,Retail REITs,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/O.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
ON,Unknown,Information Technology,Semiconductors & Semiconductor Equipment,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/ON.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
OXY,Unknown,Energy,"Oil, Gas & Consumable Fuels",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/OXY.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
PBR,Unknown,Energy,"Oil, Gas & Consumable Fuels",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/PBR.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
PEG,Unknown,Utilities,Multi-Utilities,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/PEG.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
PFE,Health Care,Health Care,Pharmaceuticals,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/PFE.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
PH,Industrials,Industrials,Machinery,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/PH.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
PLTR,Unknown,Information Technology,Software,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/PLTR.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
PNW,Unknown,Utilities,Electric Utilities,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/PNW.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
PODD,Unknown,Health Care,Health Care Equipment & Supplies,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/PODD.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
PPL,Unknown,Utilities,Electric Utilities,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/PPL.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
PRU,Unknown,Financials,Insurance,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/PRU.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
PSKY,Unknown,Communication Services,Media,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/PSKY.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
PTC,Unknown,Information Technology,Software,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/PTC.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
PWR,Unknown,Industrials,Construction & Engineering,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/PWR.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
PYPL,Financials,Financials,Financial Services,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/PYPL.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
Q,Unknown,Information Technology,"Electronic Equipment, Instruments & Components",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/Q.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
RACE,Unknown,Consumer Discretionary,Automobiles,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/RACE.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
RCL,Unknown,Consumer Discretionary,"Hotels, Restaurants & Leisure",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/RCL.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
RKLB,Unknown,Industrials,Machinery,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/RKLB.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
RL,Unknown,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/RL.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
RMD,Unknown,Health Care,Health Care Equipment & Supplies,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/RMD.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
ROK,Unknown,Industrials,Electrical Equipment,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/ROK.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
RSG,Unknown,Industrials,Commercial Services & Supplies,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/RSG.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
RVTY,Unknown,Health Care,Life Sciences Tools & Services,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/RVTY.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SATS,Unknown,Information Technology,Communications Equipment,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SATS.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SHEL,Unknown,Energy,"Oil, Gas & Consumable Fuels",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SHEL.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SHOP,Unknown,Information Technology,IT Services,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SHOP.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SMERY,Unknown,Industrials,Specialty Industrial Machinery,eodhd_raw_fundamentals(General.Sector->GICS_crosswalk),General.Sector,research/data/eodhd/raw/fundamentals/SMERY.json,MEDIUM,current-as-of (not PIT),owned EODHD General.Sector (Morningstar) via documented 1:1 GICS crosswalk (GicSector blank)
SMFG,Unknown,Financials,Banks,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SMFG.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SNDK,Unknown,Information Technology,"Technology Hardware, Storage & Peripherals",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SNDK.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SO,Utilities,Utilities,Electric Utilities,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SO.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SOLV,Unknown,Health Care,Health Care Equipment & Supplies,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SOLV.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SONY,Unknown,Consumer Discretionary,Household Durables,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SONY.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SPG,Unknown,Real Estate,Retail REITs,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SPG.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SRE,Unknown,Utilities,Multi-Utilities,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SRE.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
STE,Unknown,Health Care,Health Care Equipment & Supplies,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/STE.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SU,Unknown,Energy,"Oil, Gas & Consumable Fuels",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SU.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SW,Unknown,Materials,Containers & Packaging,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SW.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SWKS,Unknown,Information Technology,Semiconductors & Semiconductor Equipment,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SWKS.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
SYK,Health Care,Health Care,Health Care Equipment & Supplies,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/SYK.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
TAP,Unknown,Consumer Staples,Beverages,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/TAP.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
TDG,Industrials,Industrials,Aerospace & Defense,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/TDG.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
TECH,Unknown,Health Care,Life Sciences Tools & Services,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/TECH.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
TM,Unknown,Consumer Discretionary,Automobiles,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/TM.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
TRGP,Unknown,Energy,"Oil, Gas & Consumable Fuels",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/TRGP.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
TRP,Unknown,Energy,"Oil, Gas & Consumable Fuels",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/TRP.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
TT,Unknown,Industrials,Building Products,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/TT.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
UBER,Industrials,Industrials,Ground Transportation,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/UBER.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
VLO,Unknown,Energy,"Oil, Gas & Consumable Fuels",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/VLO.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
VRTX,Health Care,Health Care,Biotechnology,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/VRTX.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
WBD,Unknown,Communication Services,Entertainment,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/WBD.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
WDC,Unknown,Information Technology,"Technology Hardware, Storage & Peripherals",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/WDC.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
WMB,Unknown,Energy,"Oil, Gas & Consumable Fuels",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/WMB.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
XOM,Energy,Energy,"Oil, Gas & Consumable Fuels",eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/XOM.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
XYZ,Unknown,Industrials,Professional Services,eodhd_raw_fundamentals(General.GicSector),General.GicSector,research/data/eodhd/raw/fundamentals/XYZ.json,HIGH,current-as-of (not PIT),owned EODHD General.GicSector in canonical 11-bucket GICS
