ticker,review_label,comp_sn,comp_raw,fcf_to_assets_level,fcf_to_assets_oriented_z,operating_accruals_level,operating_accruals_oriented_z,dominant_leg
APO,HOLD,-0.40791,-0.42334,0.00347,-0.49817,-0.00754,0.08157,fcf_to_assets
ROP,HOLD,-0.41617,0.38921,0.02106,0.13564,-0.00895,0.13971,operating_accruals
CL,HOLD,-0.41641,0.58607,0.03667,0.69778,-0.00608,0.02142,fcf_to_assets
BE,HOLD,-0.4207,-0.46818,0.01019,-0.25603,-0.00063,-0.20287,fcf_to_assets
HCA,HOLD,-0.44014,0.05928,0.01433,-0.10686,-0.00792,0.09722,fcf_to_assets
CHD,HOLD,-0.44568,-0.4649,0.01587,-0.05146,0.00461,-0.41871,operating_accruals
TSLA,HOLD,-0.45407,0.66455,0.01005,-0.26107,-0.02398,0.75829,operating_accruals
ARM,HOLD,-0.45761,-0.47677,0.01588,-0.05084,0.00495,-0.43287,operating_accruals
COR,HOLD,-0.46175,-0.48039,0.01437,-0.10549,0.00371,-0.38161,operating_accruals
MPC,HOLD,-0.46656,-0.48126,0.00236,-0.53801,-0.00692,0.05584,fcf_to_assets
IEX,HOLD,-0.47375,-0.52086,0.01243,-0.17523,0.00236,-0.32598,operating_accruals
PFE,HOLD,-0.47472,-0.4832,0.0105,-0.24493,0.00035,-0.24347,fcf_to_assets
DD,HOLD,-0.47711,-0.49295,0.00606,-0.40466,-0.00331,-0.09268,fcf_to_assets
CF,HOLD,-0.48234,-0.50225,0.01869,0.0502,0.00815,-0.56439,operating_accruals
AEM,HOLD,-0.48299,-0.50354,0.02067,0.12178,0.00994,-0.63842,operating_accruals
IR,HOLD,-0.48344,-0.52935,0.00897,-0.2999,-0.00042,-0.2118,fcf_to_assets
EIX,HOLD,-0.48608,-0.52898,-0.00119,-0.66568,-0.00907,0.14453,fcf_to_assets
NWG,HOLD,-0.48656,-0.5006,0.00072,-0.59688,-0.00783,0.09343,fcf_to_assets
PFG,HOLD,-0.49445,-0.53899,0.00501,-0.44263,-0.00359,-0.08103,fcf_to_assets
MRNA,HOLD,-0.5003,-0.49442,-0.06024,-2.79289,-0.06207,2.32659,fcf_to_assets
SAP,HOLD,-0.51181,-0.55908,0.01557,-0.06223,0.00581,-0.46824,operating_accruals
KKR,HOLD,-0.51217,-0.52762,0.00553,-0.42375,-0.00282,-0.1129,fcf_to_assets
IFF,HOLD,-0.54833,-0.56294,0.00366,-0.49119,-0.0035,-0.08486,fcf_to_assets
VALE,HOLD,-0.54896,-0.59331,0.008,-0.33499,6e-05,-0.23165,fcf_to_assets
DTE,HOLD,-0.54955,-0.56105,-0.00586,-0.83412,-0.012,0.26493,fcf_to_assets
APA,HOLD,-0.55592,-0.56951,0.00066,-0.59907,-0.00597,0.01701,fcf_to_assets
NCLH,HOLD,-0.57061,-0.57533,-0.02627,-1.56949,-0.0297,0.99406,fcf_to_assets
TFC,HOLD,-0.57402,-0.61693,0.00472,-0.45311,-0.00224,-0.13662,fcf_to_assets
MMM,HOLD,-0.57752,-0.62186,0.00985,-0.26821,0.00223,-0.32075,operating_accruals
WFC,HOLD,-0.58241,-0.87068,0.00192,-0.5539,0.00058,-0.25273,fcf_to_assets
ALLE,HOLD,-0.58661,-0.6323,0.01512,-0.07847,0.00693,-0.51424,operating_accruals
XOM,HOLD,-0.59054,-0.30103,0.00481,-0.44962,-0.00974,0.17195,fcf_to_assets
CRL,HOLD,-0.59419,-0.60669,-0.00192,-0.69212,-0.00723,0.06889,fcf_to_assets
MFC,HOLD,-0.599,-0.61322,0.00345,-0.49857,-0.00229,-0.13476,fcf_to_assets
MET,HOLD,-0.60345,-0.6177,0.00362,-0.49277,-0.00202,-0.14576,fcf_to_assets
LLY,HOLD,-0.60683,-0.61946,0.02579,0.30618,0.0177,-0.95766,operating_accruals
GM,HOLD,-0.61124,-0.65354,0.00512,-0.43863,-0.00115,-0.18162,fcf_to_assets
AMAT,HOLD,-0.61923,-0.24824,0.02763,0.37221,0.00903,-0.60087,operating_accruals
PCG,HOLD,-0.62358,-0.66225,-0.00652,-0.85797,-0.01088,0.21918,fcf_to_assets
HSBC,HOLD,-0.63377,-0.64759,0.0029,-0.51838,-0.00182,-0.15391,fcf_to_assets
BBVA,HOLD,-0.63748,-0.6789,0.00384,-0.48449,-0.00171,-0.1584,fcf_to_assets
TRGP,HOLD,-0.63826,-0.64919,-0.0059,-0.8356,-0.00959,0.16582,fcf_to_assets
LNT,HOLD,-0.64402,-0.65623,-0.00185,-0.68978,-0.0058,0.00997,fcf_to_assets
DOV,HOLD,-0.64715,-0.69008,0.00971,-0.2731,0.00351,-0.37358,operating_accruals
STLD,HOLD,-0.64764,-0.68924,0.00513,-0.43816,-0.00041,-0.21221,fcf_to_assets
STT,HOLD,-0.65112,-0.6921,0.00326,-0.5057,-0.00194,-0.14889,fcf_to_assets
AES,HOLD,-0.65154,-0.66082,-0.0107,-1.00833,-0.01352,0.32764,fcf_to_assets
ENB,HOLD,-0.65662,-0.66952,0.0005,-0.60498,-0.00335,-0.09116,fcf_to_assets
AON,HOLD,-0.67216,-1.12895,0.00706,-0.36874,0.0152,-0.85505,operating_accruals
KEY,HOLD,-0.67495,-0.71558,0.00365,-0.49151,-0.00113,-0.18253,fcf_to_assets
HBAN,HOLD,-0.68351,-0.72383,0.00316,-0.5092,-0.00138,-0.17227,fcf_to_assets
SHEL,HOLD,-0.68455,-0.69849,0.00428,-0.46896,0.00081,-0.26212,fcf_to_assets
PNC,HOLD,-0.68875,-0.97477,0.00132,-0.57544,0.0022,-0.31964,fcf_to_assets
FITB,HOLD,-0.69077,-0.73106,0.00352,-0.4963,-0.00092,-0.19093,fcf_to_assets
MFG,HOLD,-0.6994,-0.71238,0.00161,-0.5651,-0.00118,-0.18051,fcf_to_assets
PTC,HOLD,-0.70943,-0.73767,0.04868,1.13066,0.04127,-1.92837,operating_accruals
PSKY,HOLD,-0.71034,-0.72343,0.00216,-0.54526,-0.00038,-0.21324,fcf_to_assets
UBS,HOLD,-0.71664,-0.756,0.00206,-0.54861,-0.00165,-0.16107,fcf_to_assets
EXC,HOLD,-0.72121,-0.73178,-0.00539,-0.8173,-0.00685,0.053,fcf_to_assets
FISV,HOLD,-0.72144,-0.73434,0.0018,-0.55815,-0.0004,-0.21263,fcf_to_assets
MAA,HOLD,-0.7249,-0.76389,0.00134,-0.57487,-0.00211,-0.14218,fcf_to_assets
BAM,HOLD,-0.72509,-0.74354,0.0189,0.0578,0.01502,-0.84751,operating_accruals
OKE,HOLD,-0.72629,-0.76516,0.00103,-0.58603,-0.00235,-0.13238,fcf_to_assets
PRU,HOLD,-0.73206,-0.74475,0.00132,-0.57555,-0.00054,-0.20686,fcf_to_assets
ET,HOLD,-0.73383,-0.74555,-0.00159,-0.68016,-0.00309,-0.10174,fcf_to_assets
BA,HOLD,-0.73482,-1.34048,-0.00882,-0.94086,0.00106,-0.2727,fcf_to_assets
IMO,HOLD,-0.74029,-0.7545,0.00618,-0.4003,0.00405,-0.39565,fcf_to_assets
IRM,HOLD,-0.74159,-0.75102,-0.0085,-0.92922,-0.00907,0.14449,fcf_to_assets
CI,HOLD,-0.74379,-0.749,0.00564,-0.41993,0.00341,-0.36946,fcf_to_assets
WELL,HOLD,-0.75141,-0.79071,0.00419,-0.47202,0.00087,-0.26492,fcf_to_assets
AMX,HOLD,-0.76998,-0.80823,0.00179,-0.55862,-0.00081,-0.19542,fcf_to_assets
SRE,HOLD,-0.77046,-0.7806,-0.00574,-0.82991,-0.00581,0.01005,fcf_to_assets
PEG,HOLD,-0.77336,-0.7858,0.0014,-0.57263,0.00067,-0.25668,fcf_to_assets
KDP,HOLD,-0.78306,-0.82118,0.00226,-0.54173,-0.00015,-0.2228,fcf_to_assets
IFNNY,HOLD,-0.78329,-0.79345,-0.00543,-0.8187,-0.00517,-0.01597,fcf_to_assets
CMS,HOLD,-0.78972,-0.82465,-0.00829,-0.92166,-0.00906,0.14408,fcf_to_assets
ETR,HOLD,-0.80157,-0.83465,-0.01386,-1.1223,-0.0136,0.33093,fcf_to_assets
Q,HOLD,-0.80565,-0.81774,0.00092,-0.58971,0.00114,-0.27583,fcf_to_assets
BRO,HOLD,-0.81533,-0.85453,0.00811,-0.3307,0.00552,-0.45634,operating_accruals
LIN,HOLD,-0.84122,-0.31336,0.0104,-0.24821,-0.00444,-0.04628,fcf_to_assets
MTB,HOLD,-0.84843,-0.88526,0.00219,-0.54421,0.00111,-0.27447,fcf_to_assets
CP,HOLD,-0.8531,-0.89022,0.00349,-0.4972,0.00232,-0.32442,fcf_to_assets
SWKS,HOLD,-0.85861,-0.86874,-0.00405,-0.76899,-0.00186,-0.1523,fcf_to_assets
LRCX,HOLD,-0.8619,-0.90917,0.03895,0.78005,0.0329,-1.58361,operating_accruals
NTRS,HOLD,-0.87036,-0.90639,0.00089,-0.59075,0.00044,-0.24701,fcf_to_assets
MPWR,HOLD,-0.87897,-0.8951,0.01476,-0.09137,0.01555,-0.86929,operating_accruals
MS,HOLD,-0.88058,-1.16245,-0.00016,-0.62861,0.00479,-0.42633,fcf_to_assets
GSK,HOLD,-0.88524,-0.92317,0.00842,-0.31972,0.00719,-0.52498,operating_accruals
GEHC,HOLD,-0.89072,-0.92697,0.00302,-0.51431,0.00267,-0.33879,fcf_to_assets
AIG,HOLD,-0.89984,-0.91135,0.00096,-0.58845,0.00376,-0.38396,fcf_to_assets
AMCR,HOLD,-0.90283,-0.9136,-0.00126,-0.66824,0.00186,-0.30564,fcf_to_assets
ADM,HOLD,-0.91675,-0.92758,-0.00079,-0.65149,0.00266,-0.33858,fcf_to_assets
ATO,HOLD,-0.92504,-0.93307,-0.00922,-0.95512,-0.00466,-0.03705,fcf_to_assets
ARE,HOLD,-0.935,-0.97119,0.00575,-0.41568,0.0059,-0.47211,operating_accruals
AEP,HOLD,-0.96121,-0.96836,-0.01124,-1.02796,-0.00548,-0.0035,fcf_to_assets
CARR,HOLD,-0.96273,-0.97339,-0.0004,-0.63751,0.00428,-0.40504,fcf_to_assets
PNW,HOLD,-0.97152,-0.97809,-0.01281,-1.08433,-0.00659,0.04254,fcf_to_assets
SW,HOLD,-0.97822,-0.98589,-0.0093,-0.95793,-0.00327,-0.09449,fcf_to_assets
REG,HOLD,-1.022,-1.05653,0.00587,-0.41165,0.00775,-0.54808,operating_accruals
CSCO,HOLD,-1.0225,-0.64563,0.01739,0.00333,0.01097,-0.68054,operating_accruals
EVRG,HOLD,-1.02546,-1.03098,-0.01497,-1.16225,-0.00705,0.06115,fcf_to_assets
HUBB,HOLD,-1.02724,-1.03941,0.00547,-0.42613,0.01131,-0.69467,operating_accruals
V,HOLD,-1.03433,-1.32129,0.02762,0.37185,0.0317,-1.5342,operating_accruals
SCHW,SHORT,-1.04194,-1.32017,-0.00188,-0.69057,0.00656,-0.49917,fcf_to_assets
CMI,SHORT,-1.04469,-1.0561,0.00348,-0.49749,0.01002,-0.64139,operating_accruals
ORLY,SHORT,-1.05032,0.07642,0.02204,0.17084,-0.00171,-0.1586,fcf_to_assets
E,SHORT,-1.05492,-1.0852,-0.00653,-0.85833,-0.00222,-0.13752,fcf_to_assets
L,SHORT,-1.05644,-1.06614,-0.00154,-0.6785,0.00584,-0.46936,fcf_to_assets
ERIE,SHORT,-1.06155,-1.0983,0.01613,-0.0418,0.01735,-0.94333,operating_accruals
ING,SHORT,-1.06175,-1.07193,3e-05,-0.62202,0.00739,-0.53322,fcf_to_assets
PPL,SHORT,-1.06394,-1.07058,-0.01082,-1.01276,-0.00227,-0.13559,fcf_to_assets
CFG,SHORT,-1.08461,-1.11588,-0.0011,-0.66276,0.00303,-0.35378,fcf_to_assets
ETN,SHORT,-1.08894,-0.85899,0.0057,-0.41766,0.00652,-0.49731,operating_accruals
TM,SHORT,-1.09689,-1.10544,-0.0043,-0.77775,0.00448,-0.4136,fcf_to_assets
BP,SHORT,-1.10227,-1.13316,-0.00126,-0.66852,0.00325,-0.36275,fcf_to_assets
INTC,SHORT,-1.11883,-0.29005,-0.01237,-1.06859,-0.02349,0.7384,fcf_to_assets
BN,SHORT,-1.13532,-1.14152,-0.01074,-1.00998,-0.00023,-0.21938,fcf_to_assets
NSC,SHORT,-1.1465,-1.17665,-0.00084,-0.65332,0.0045,-0.41426,fcf_to_assets
AWK,SHORT,-1.16119,-1.18838,-0.01004,-0.98462,-0.00309,-0.1017,fcf_to_assets
BKR,SHORT,-1.16959,-1.20047,0.00322,-0.50693,0.00845,-0.57686,operating_accruals
BMY,SHORT,-1.17934,-1.1828,0.00875,-0.30765,0.0182,-0.97845,operating_accruals
NI,SHORT,-1.1811,-1.18729,-0.00992,-0.98016,0.00177,-0.30185,fcf_to_assets
MDLZ,SHORT,-1.21692,-0.89549,0.00218,-0.5445,0.00131,-0.28283,fcf_to_assets
AFL,SHORT,-1.22577,-1.25541,0.0027,-0.52555,0.00914,-0.60511,operating_accruals
RJF,SHORT,-1.2348,-1.26329,-0.00063,-0.64572,0.00646,-0.4948,fcf_to_assets
RF,SHORT,-1.23874,-1.26676,-0.00202,-0.69569,0.00535,-0.4491,fcf_to_assets
UNH,SHORT,-1.24685,-0.72772,0.00052,-0.60437,-0.00355,-0.08292,fcf_to_assets
GPC,SHORT,-1.25068,-1.27858,-0.0016,-0.68077,0.00594,-0.4736,fcf_to_assets
F,SHORT,-1.2638,-1.29082,-0.00375,-0.75819,0.00436,-0.40858,fcf_to_assets
D,SHORT,-1.30171,-1.30448,-0.01806,-1.27342,-0.0022,-0.13835,fcf_to_assets
BAC,SHORT,-1.36694,-1.63743,-0.00673,-0.86535,0.00894,-0.59688,fcf_to_assets
TAP,SHORT,-1.36913,-1.37402,-0.01025,-0.99212,0.00665,-0.50287,fcf_to_assets
CPRT,SHORT,-1.38162,-1.39154,0.00546,-0.4262,0.02107,-1.09654,operating_accruals
CTSH,SHORT,-1.41623,-1.44419,0.00966,-0.27505,0.01893,-1.0083,operating_accruals
IBN,SHORT,-1.4442,-1.46888,0.00026,-0.61345,0.01143,-0.69977,operating_accruals
TTE,SHORT,-1.44783,-1.47122,-0.00394,-0.7651,0.0079,-0.55414,fcf_to_assets
NRG,SHORT,-1.45547,-1.45921,-0.01213,-1.06009,0.00734,-0.5312,fcf_to_assets
LHX,SHORT,-1.47938,-1.48538,-0.00469,-0.79187,0.01467,-0.83298,operating_accruals
CPAY,SHORT,-1.47943,-1.48565,-0.00404,-0.76849,0.01525,-0.85698,operating_accruals
BEN,SHORT,-1.48384,-1.50741,-0.00092,-0.65617,0.01121,-0.69072,operating_accruals
CEG,SHORT,-1.5209,-1.52531,-0.00877,-0.93895,0.01215,-0.72946,fcf_to_assets
TDG,SHORT,-1.52666,-1.2929,0.00252,-0.53236,0.01572,-0.87633,operating_accruals
BNY,SHORT,-1.57397,-1.59417,-0.00647,-0.85588,0.00827,-0.56958,fcf_to_assets
LMT,SHORT,-1.57987,-2.17023,-0.00491,-0.79994,0.02141,-1.11033,operating_accruals
ED,SHORT,-1.59338,-1.59584,-0.01337,-1.10447,0.01004,-0.64217,fcf_to_assets
CBOE,SHORT,-1.60578,-1.61436,0.00567,-0.41864,0.02743,-1.35854,operating_accruals
GS,SHORT,-1.6061,-1.8712,-0.00929,-0.95761,0.01155,-0.70443,fcf_to_assets
FIS,SHORT,-1.62788,-1.63967,0.01598,-0.04724,0.03728,-1.76391,operating_accruals
KLAC,SHORT,-1.64179,-0.81716,0.03688,0.70545,0.02925,-1.43332,operating_accruals
MOS,SHORT,-1.65709,-1.6581,-0.01657,-1.22,0.00892,-0.59614,fcf_to_assets
NVO,SHORT,-1.68261,-1.69586,0.02154,0.1529,0.04376,-2.03094,operating_accruals
EG,SHORT,-1.72937,-1.74689,-0.00528,-0.81316,0.01241,-0.74008,fcf_to_assets
LYB,SHORT,-1.73086,-1.73164,-0.01584,-1.1937,0.0116,-0.70673,fcf_to_assets
CNP,SHORT,-1.73885,-1.75215,-0.01915,-1.31275,0.00071,-0.25825,fcf_to_assets
APTV,SHORT,-1.73972,-1.74093,-0.01436,-1.14039,0.01317,-0.77138,fcf_to_assets
CRH,SHORT,-1.74697,-1.746,-0.02092,-1.37669,0.0075,-0.53762,fcf_to_assets
RKLB,SHORT,-1.75535,-1.7522,-0.02745,-1.61167,0.00188,-0.30651,fcf_to_assets
GOOG,SHORT,-1.77137,-1.48855,0.01437,-0.10531,0.02385,-1.21097,operating_accruals
GOOGL,SHORT,-1.77137,-1.48855,0.01437,-0.10531,0.02385,-1.21097,operating_accruals
CVNA,SHORT,-1.7897,-1.80877,0.00407,-0.47649,0.02164,-1.12001,operating_accruals
HON,SHORT,-1.79787,-2.38198,-0.0118,-1.04802,0.01988,-1.04762,fcf_to_assets
PHM,SHORT,-1.83459,-1.8516,1e-05,-0.62274,0.01906,-1.01382,operating_accruals
HSIC,SHORT,-1.84082,-1.84215,-0.01203,-1.05638,0.01805,-0.97207,fcf_to_assets
OXY,SHORT,-1.84605,-1.85006,-0.0037,-0.75642,0.02565,-1.28517,operating_accruals
NKE,SHORT,-1.86925,-0.7224,0.00766,-0.34699,0.00243,-0.32895,fcf_to_assets
BLK,SHORT,-1.89895,-2.159,-0.00701,-0.87565,0.01938,-1.02716,operating_accruals
FE,SHORT,-1.94091,-1.95019,-0.01945,-1.3236,0.00451,-0.41488,fcf_to_assets
SOLV,SHORT,-1.94439,-1.94268,-0.01937,-1.32061,0.01433,-0.81898,fcf_to_assets
BX,SHORT,-1.97128,-1.98547,-0.00053,-0.64223,0.02134,-1.10786,operating_accruals
PPG,SHORT,-1.98438,-1.99633,-0.00736,-0.88808,0.01576,-0.87773,fcf_to_assets
AXON,SHORT,-2.0775,-2.07873,-0.00773,-0.90152,0.02842,-1.3991,operating_accruals
COHR,SHORT,-2.11456,-2.11086,-0.02218,-1.42212,0.01649,-0.90804,fcf_to_assets
SBUX,SHORT,-2.18548,-1.03111,0.003,-0.51478,0.00479,-0.42624,fcf_to_assets
BG,SHORT,-2.30978,-2.31218,-0.01843,-1.28703,0.0128,-0.75606,fcf_to_assets
NU,SHORT,-2.31335,-2.3102,-0.01664,-1.22255,0.02693,-1.33787,operating_accruals
OMC,SHORT,-2.36542,-2.36852,-0.0123,-1.06596,0.01918,-1.0188,fcf_to_assets
BSX,SHORT,-2.39008,-1.84967,0.00386,-0.48409,0.0223,-1.14715,operating_accruals
PEP,SHORT,-2.43395,-2.08714,-0.00367,-0.75516,0.02076,-1.08378,operating_accruals
LII,SHORT,-2.44976,-2.45213,-0.00918,-0.95361,0.02355,-1.19874,operating_accruals
AMP,SHORT,-2.45935,-2.46018,-0.01384,-1.12173,0.01974,-1.0419,fcf_to_assets
EME,SHORT,-2.60829,-2.60938,-0.00296,-0.72966,0.03207,-1.54947,operating_accruals
SWK,SHORT,-2.80267,-2.79481,-0.02071,-1.36899,0.02076,-1.08374,fcf_to_assets
MRSH,SHORT,-2.99118,-2.98196,-0.01281,-1.08441,0.03132,-1.51871,operating_accruals
MLM,SHORT,-3.00701,-3.00554,0.002,-0.55095,0.06274,-2.81237,operating_accruals
PNR,SHORT,-3.09149,-3.0805,-0.01215,-1.06052,0.03391,-1.62515,operating_accruals
FSLR,SHORT,-3.1332,-3.12216,-0.02497,-1.52251,0.04206,-1.96061,operating_accruals
AMZN,SHORT,-3.15002,-1.97025,-0.01982,-1.3371,0.00461,-0.41867,fcf_to_assets
CLX,SHORT,-3.37108,-3.35832,-0.02564,-1.5465,0.04801,-2.20585,operating_accruals
J,SHORT,-3.50166,-3.48265,-0.04228,-2.14603,0.0367,-1.74003,fcf_to_assets
HII,SHORT,-3.55965,-3.54199,-0.03702,-1.95662,0.04301,-1.99977,operating_accruals
WDC,SHORT,-3.70404,-3.71866,0.065,1.71866,0.13839,-5.92705,operating_accruals
MKC,SHORT,-3.77616,-3.75572,0.00113,-0.58243,0.05905,-2.66051,operating_accruals
PSX,SHORT,-3.79223,-3.7613,-0.03385,-1.84225,0.02939,-1.439,fcf_to_assets
CBRE,SHORT,-4.05213,-4.01726,-0.03003,-1.70475,0.03789,-1.78891,operating_accruals
BALL,SHORT,-4.14062,-4.11589,-0.04745,-2.33212,0.04967,-2.2742,fcf_to_assets
NOC,SHORT,-4.37818,-4.90491,-0.03646,-1.9362,0.05061,-2.31299,operating_accruals
MAS,SHORT,-4.58344,-4.54068,-0.02159,-1.40087,0.0558,-2.52657,operating_accruals
QCOM,SHORT,-4.61373,-3.7303,0.03353,0.58499,0.08613,-3.77534,operating_accruals
CTVA,SHORT,-6.12585,-6.08138,-0.06957,-3.12923,0.08453,-3.70966,operating_accruals
ASML,SHORT,-8.31654,-8.19163,-0.05426,-2.57769,0.10283,-4.46326,operating_accruals
