name,kind,gross_spread,avg_turnover,net_10bps,net_25bps,net_50bps
f_sector_z_sn,scenario,0.0028,0.9914,0.0008,-0.0022,-0.0071
f_rank_raw,scenario,0.0022,0.9911,0.0002,-0.0028,-0.0077
f_rank_sn,scenario,0.0015,0.9914,-0.0005,-0.0035,-0.0084
f_winz_raw,scenario,0.0022,0.9911,0.0002,-0.0028,-0.0077
f_winz_sn,scenario,0.0013,0.991,-0.0007,-0.0036,-0.0086
f_x_surprise_raw,scenario,0.0052,0.9948,0.0032,0.0002,-0.0048
f_x_surprise_sn,scenario,0.0047,0.9942,0.0027,-0.0003,-0.0052
f_x_quality_raw,scenario,-0.0001,0.9907,-0.002,-0.005,-0.01
f_x_quality_sn,scenario,-0.0013,0.9918,-0.0033,-0.0063,-0.0113
f_x_value_raw,scenario,0.0022,0.9873,0.0003,-0.0027,-0.0076
f_x_value_sn,scenario,0.0026,0.9892,0.0006,-0.0024,-0.0073
f_x_mom_raw,scenario,0.005,0.9994,0.003,-0.0,-0.005
f_x_mom_sn,scenario,0.0048,0.9996,0.0028,-0.0002,-0.0052
orthogonal_blend__ic_weighted,model,0.0032,0.9996,0.0012,-0.0018,-0.0068
orthogonal_blend__equal,model,0.0,0.998,-0.0019,-0.0049,-0.0099
f_level_raw,scenario,0.0023,0.9941,0.0003,-0.0027,-0.0076
f_level_sn,scenario,0.0019,0.9943,-0.0001,-0.0031,-0.008
f_chg1_raw,scenario,0.0074,0.997,0.0054,0.0024,-0.0026
f_chg1_sn,scenario,0.0066,0.997,0.0046,0.0016,-0.0034
f_accel_raw,scenario,0.008,0.9972,0.006,0.003,-0.0019
f_accel_sn,scenario,0.0061,0.9974,0.0041,0.0011,-0.0039
f_lag1_raw,scenario,-0.0026,0.9944,-0.0046,-0.0076,-0.0125
f_lag1_sn,scenario,-0.0024,0.9947,-0.0044,-0.0074,-0.0124
f_rmean_5_raw,scenario,0.0,0.9933,-0.002,-0.0049,-0.0099
f_rmean_5_sn,scenario,-0.0023,0.9945,-0.0043,-0.0073,-0.0123
f_rstd_5_raw,scenario,0.0043,0.9912,0.0023,-0.0006,-0.0056
f_rstd_5_sn,scenario,0.0014,0.9924,-0.0006,-0.0036,-0.0085
f_rchg_5_raw,scenario,0.0058,0.9936,0.0038,0.0008,-0.0041
f_rchg_5_sn,scenario,0.0058,0.9939,0.0039,0.0009,-0.0041
f_rmean_21_raw,scenario,0.0002,0.9922,-0.0018,-0.0048,-0.0097
f_rmean_21_sn,scenario,-0.0031,0.9934,-0.0051,-0.0081,-0.0131
f_rstd_21_raw,scenario,0.0049,0.9913,0.0029,-0.0001,-0.005
f_rstd_21_sn,scenario,0.0039,0.9911,0.0019,-0.0011,-0.006
f_rchg_21_raw,scenario,0.0074,0.9925,0.0054,0.0024,-0.0025
f_rchg_21_sn,scenario,0.006,0.993,0.0041,0.0011,-0.0039
f_rmean_63_raw,scenario,-0.003,0.9938,-0.005,-0.008,-0.013
f_rmean_63_sn,scenario,-0.0025,0.9963,-0.0045,-0.0075,-0.0125
f_rstd_63_raw,scenario,0.0037,0.99,0.0017,-0.0012,-0.0062
f_rstd_63_sn,scenario,0.003,0.9953,0.001,-0.0019,-0.0069
f_rchg_63_raw,scenario,0.0092,0.9925,0.0073,0.0043,-0.0007
f_rchg_63_sn,scenario,0.0085,0.9938,0.0065,0.0036,-0.0014
f_z_raw,scenario,0.0023,0.9941,0.0003,-0.0027,-0.0076
f_z_sn,scenario,0.0019,0.9943,-0.0001,-0.0031,-0.008
f_sector_z_raw,scenario,0.0025,0.9941,0.0005,-0.0025,-0.0075
f_sector_z_sn,scenario,0.0025,0.9941,0.0005,-0.0025,-0.0075
f_rank_raw,scenario,0.0023,0.9941,0.0003,-0.0027,-0.0076
f_rank_sn,scenario,0.0026,0.9944,0.0006,-0.0023,-0.0073
f_winz_raw,scenario,0.0023,0.9941,0.0003,-0.0027,-0.0076
f_winz_sn,scenario,0.0024,0.9943,0.0004,-0.0026,-0.0076
f_x_surprise_raw,scenario,0.0015,0.9952,-0.0005,-0.0035,-0.0084
f_x_surprise_sn,scenario,0.003,0.995,0.001,-0.002,-0.007
f_x_quality_raw,scenario,-0.0026,0.9926,-0.0046,-0.0075,-0.0125
f_x_quality_sn,scenario,-0.0015,0.9923,-0.0035,-0.0065,-0.0114
f_x_value_raw,scenario,-0.0025,0.9909,-0.0045,-0.0074,-0.0124
f_x_value_sn,scenario,-0.0021,0.9914,-0.004,-0.007,-0.012
f_x_mom_raw,scenario,0.0025,0.9991,0.0005,-0.0025,-0.0075
f_x_mom_sn,scenario,-0.0006,0.9992,-0.0026,-0.0056,-0.0106
orthogonal_blend__ic_weighted,model,-0.0032,0.9988,-0.0052,-0.0082,-0.0132
orthogonal_blend__equal,model,-0.0007,0.9996,-0.0027,-0.0057,-0.0107
f_level_raw,scenario,0.0024,0.9939,0.0004,-0.0025,-0.0075
f_level_sn,scenario,0.003,0.9952,0.001,-0.0019,-0.0069
f_chg1_raw,scenario,0.0032,0.989,0.0012,-0.0018,-0.0067
f_chg1_sn,scenario,0.0048,0.9949,0.0028,-0.0002,-0.0052
f_accel_raw,scenario,0.0008,0.9922,-0.0012,-0.0042,-0.0091
f_accel_sn,scenario,0.0019,0.9944,-0.0001,-0.003,-0.008
f_lag1_raw,scenario,0.0011,0.9937,-0.0009,-0.0039,-0.0089
f_lag1_sn,scenario,0.0024,0.9969,0.0004,-0.0026,-0.0076
f_rmean_5_raw,scenario,0.0006,0.9909,-0.0014,-0.0044,-0.0093
f_rmean_5_sn,scenario,0.0018,0.9958,-0.0002,-0.0032,-0.0082
f_rstd_5_raw,scenario,0.0004,0.9871,-0.0016,-0.0045,-0.0095
f_rstd_5_sn,scenario,-0.0003,0.996,-0.0023,-0.0053,-0.0103
f_rchg_5_raw,scenario,-0.0021,0.9931,-0.0041,-0.0071,-0.012
f_rchg_5_sn,scenario,0.0019,0.9965,-0.0001,-0.0031,-0.0081
f_rmean_21_raw,scenario,0.0007,0.9891,-0.0013,-0.0043,-0.0092
f_rmean_21_sn,scenario,-0.002,0.9935,-0.004,-0.007,-0.012
f_rstd_21_raw,scenario,0.0023,0.988,0.0003,-0.0027,-0.0076
f_rstd_21_sn,scenario,0.0021,0.9937,0.0001,-0.0029,-0.0079
f_rchg_21_raw,scenario,0.0005,0.9934,-0.0015,-0.0045,-0.0095
f_rchg_21_sn,scenario,0.0021,0.9954,0.0001,-0.0028,-0.0078
f_rmean_63_raw,scenario,0.0016,0.9895,-0.0004,-0.0033,-0.0083
f_rmean_63_sn,scenario,0.0015,0.9937,-0.0005,-0.0035,-0.0084
f_rstd_63_raw,scenario,0.0002,0.9897,-0.0017,-0.0047,-0.0097
f_rstd_63_sn,scenario,0.0008,0.9938,-0.0012,-0.0042,-0.0091
f_rchg_63_raw,scenario,0.0002,0.9934,-0.0018,-0.0048,-0.0097
f_rchg_63_sn,scenario,0.0033,0.9952,0.0013,-0.0016,-0.0066
f_z_raw,scenario,0.0024,0.9939,0.0004,-0.0025,-0.0075
f_z_sn,scenario,0.003,0.9952,0.001,-0.0019,-0.0069
f_sector_z_raw,scenario,0.0032,0.9925,0.0012,-0.0017,-0.0067
f_sector_z_sn,scenario,0.0032,0.9925,0.0012,-0.0017,-0.0067
f_rank_raw,scenario,0.0024,0.9939,0.0004,-0.0025,-0.0075
f_rank_sn,scenario,0.0006,0.994,-0.0013,-0.0043,-0.0093
f_winz_raw,scenario,0.0024,0.9939,0.0004,-0.0025,-0.0075
f_winz_sn,scenario,0.0031,0.9934,0.0011,-0.0019,-0.0069
f_x_surprise_raw,scenario,0.0014,0.9957,-0.0006,-0.0036,-0.0085
f_x_surprise_sn,scenario,0.0029,0.9955,0.0009,-0.0021,-0.007
f_x_quality_raw,scenario,-0.0053,0.9954,-0.0073,-0.0103,-0.0153
f_x_quality_sn,scenario,-0.002,0.9961,-0.004,-0.0069,-0.0119
f_x_value_raw,scenario,-0.0017,0.9905,-0.0037,-0.0067,-0.0116
f_x_value_sn,scenario,-0.0034,0.9915,-0.0053,-0.0083,-0.0133
f_x_mom_raw,scenario,0.0036,0.9985,0.0016,-0.0014,-0.0064
f_x_mom_sn,scenario,0.0038,0.9985,0.0018,-0.0012,-0.0062
orthogonal_blend__ic_weighted,model,-0.0008,0.9995,-0.0028,-0.0058,-0.0108
orthogonal_blend__equal,model,-0.0001,0.9995,-0.002,-0.005,-0.01
f_level_raw,scenario,0.0003,0.9966,-0.0017,-0.0047,-0.0097
f_level_sn,scenario,-0.001,0.9954,-0.003,-0.0059,-0.0109
f_chg1_raw,scenario,0.0025,0.994,0.0005,-0.0024,-0.0074
f_chg1_sn,scenario,0.0032,0.9971,0.0012,-0.0018,-0.0067
f_accel_raw,scenario,-0.0006,0.995,-0.0026,-0.0055,-0.0105
f_accel_sn,scenario,-0.0004,0.9967,-0.0024,-0.0054,-0.0104
f_lag1_raw,scenario,-0.0016,0.9933,-0.0036,-0.0066,-0.0115
f_lag1_sn,scenario,-0.0027,0.9954,-0.0047,-0.0076,-0.0126
f_rmean_5_raw,scenario,-0.0028,0.9957,-0.0047,-0.0077,-0.0127
f_rmean_5_sn,scenario,-0.0034,0.9962,-0.0054,-0.0084,-0.0134
f_rstd_5_raw,scenario,0.0009,0.9928,-0.0011,-0.0041,-0.009
f_rstd_5_sn,scenario,0.0023,0.9932,0.0004,-0.0026,-0.0076
f_rchg_5_raw,scenario,-0.0006,0.9945,-0.0025,-0.0055,-0.0105
f_rchg_5_sn,scenario,0.0017,0.9949,-0.0003,-0.0033,-0.0083
f_rmean_21_raw,scenario,-0.0025,0.9957,-0.0044,-0.0074,-0.0124
f_rmean_21_sn,scenario,-0.0029,0.9959,-0.0049,-0.0079,-0.0128
f_rstd_21_raw,scenario,0.0031,0.9913,0.0011,-0.0019,-0.0068
f_rstd_21_sn,scenario,0.0017,0.993,-0.0003,-0.0032,-0.0082
f_rchg_21_raw,scenario,0.0007,0.9903,-0.0013,-0.0043,-0.0092
f_rchg_21_sn,scenario,0.0014,0.9923,-0.0006,-0.0036,-0.0085
f_rmean_63_raw,scenario,-0.003,0.9957,-0.005,-0.008,-0.013
f_rmean_63_sn,scenario,-0.0026,0.9957,-0.0046,-0.0075,-0.0125
f_rstd_63_raw,scenario,0.0014,0.991,-0.0005,-0.0035,-0.0085
f_rstd_63_sn,scenario,0.001,0.9926,-0.001,-0.004,-0.009
f_rchg_63_raw,scenario,-0.0009,0.9914,-0.0029,-0.0059,-0.0108
f_rchg_63_sn,scenario,0.0009,0.9935,-0.0011,-0.0041,-0.0091
f_z_raw,scenario,0.0003,0.9966,-0.0017,-0.0047,-0.0097
f_z_sn,scenario,-0.001,0.9954,-0.003,-0.0059,-0.0109
f_sector_z_raw,scenario,0.0016,0.9961,-0.0004,-0.0033,-0.0083
f_sector_z_sn,scenario,0.0017,0.9961,-0.0003,-0.0033,-0.0083
f_rank_raw,scenario,0.0003,0.9966,-0.0017,-0.0047,-0.0097
f_rank_sn,scenario,-0.001,0.9963,-0.003,-0.006,-0.011
f_winz_raw,scenario,0.0003,0.9966,-0.0017,-0.0047,-0.0097
f_winz_sn,scenario,-0.0009,0.9954,-0.0029,-0.0059,-0.0109
f_x_surprise_raw,scenario,-0.0053,0.9963,-0.0073,-0.0103,-0.0153
f_x_surprise_sn,scenario,-0.0058,0.995,-0.0078,-0.0108,-0.0158
f_x_quality_raw,scenario,0.0004,0.9955,-0.0016,-0.0046,-0.0095
f_x_quality_sn,scenario,0.0012,0.9973,-0.0008,-0.0038,-0.0088
f_x_value_raw,scenario,-0.0029,0.9906,-0.0049,-0.0078,-0.0128
f_x_value_sn,scenario,-0.0045,0.9934,-0.0065,-0.0095,-0.0144
f_x_mom_raw,scenario,-0.0026,0.9991,-0.0046,-0.0076,-0.0126
f_x_mom_sn,scenario,-0.003,0.9995,-0.005,-0.008,-0.0129
orthogonal_blend__ic_weighted,model,-0.0017,0.9995,-0.0037,-0.0067,-0.0117
orthogonal_blend__equal,model,0.0001,0.9995,-0.0019,-0.0049,-0.0099
ix_earnings_surprise_x_eps_growth_yoy,scenario,-0.0023,0.997,-0.0043,-0.0073,-0.0123
ix_earnings_surprise_x_rev_growth_yoy,scenario,-0.0025,0.9969,-0.0045,-0.0075,-0.0125
ix_earnings_surprise_x_gross_profitability,scenario,0.0015,0.9971,-0.0005,-0.0035,-0.0085
ix_earnings_surprise_x_operating_accruals,scenario,-0.0076,0.9972,-0.0096,-0.0126,-0.0176
ix_earnings_surprise_x_asset_growth,scenario,-0.0014,0.9967,-0.0034,-0.0064,-0.0113
ix_earnings_surprise_x_net_share_issuance,scenario,-0.0023,0.996,-0.0043,-0.0072,-0.0122
ix_earnings_surprise_x_leverage_change,scenario,0.0039,0.9964,0.0019,-0.0011,-0.0061
ix_earnings_surprise_x_fcf_to_assets,scenario,0.0032,0.9973,0.0012,-0.0017,-0.0067
ix_earnings_surprise_x_dividend_growth,scenario,0.0024,0.9976,0.0004,-0.0026,-0.0076
ix_earnings_surprise_x_news_sentiment,scenario,-0.0052,0.9967,-0.0072,-0.0102,-0.0152
ix_eps_growth_yoy_x_rev_growth_yoy,scenario,-0.0009,0.9953,-0.0029,-0.0059,-0.0109
ix_eps_growth_yoy_x_gross_profitability,scenario,0.0004,0.995,-0.0016,-0.0046,-0.0095
ix_eps_growth_yoy_x_operating_accruals,scenario,-0.0021,0.9963,-0.0041,-0.0071,-0.0121
ix_eps_growth_yoy_x_asset_growth,scenario,0.0044,0.9951,0.0024,-0.0006,-0.0056
ix_eps_growth_yoy_x_net_share_issuance,scenario,-0.0034,0.996,-0.0054,-0.0084,-0.0134
ix_eps_growth_yoy_x_leverage_change,scenario,-0.005,0.9956,-0.007,-0.01,-0.0149
ix_eps_growth_yoy_x_fcf_to_assets,scenario,0.0032,0.9958,0.0013,-0.0017,-0.0067
ix_eps_growth_yoy_x_dividend_growth,scenario,-0.0022,0.9956,-0.0042,-0.0072,-0.0122
ix_eps_growth_yoy_x_news_sentiment,scenario,-0.006,0.997,-0.008,-0.011,-0.016
ix_rev_growth_yoy_x_gross_profitability,scenario,0.0043,0.9915,0.0024,-0.0006,-0.0056
ix_rev_growth_yoy_x_operating_accruals,scenario,0.0041,0.9935,0.0021,-0.0009,-0.0058
ix_rev_growth_yoy_x_asset_growth,scenario,0.0015,0.9918,-0.0004,-0.0034,-0.0084
ix_rev_growth_yoy_x_net_share_issuance,scenario,-0.0006,0.9942,-0.0026,-0.0056,-0.0105
ix_rev_growth_yoy_x_leverage_change,scenario,-0.0033,0.9918,-0.0053,-0.0083,-0.0132
ix_rev_growth_yoy_x_fcf_to_assets,scenario,-0.0023,0.9943,-0.0043,-0.0073,-0.0123
ix_rev_growth_yoy_x_dividend_growth,scenario,0.0026,0.9941,0.0006,-0.0024,-0.0073
ix_rev_growth_yoy_x_news_sentiment,scenario,0.003,0.9943,0.001,-0.0019,-0.0069
ix_gross_profitability_x_operating_accruals,scenario,0.0002,0.9944,-0.0018,-0.0047,-0.0097
ix_gross_profitability_x_asset_growth,scenario,0.0029,0.9911,0.0009,-0.0021,-0.007
ix_gross_profitability_x_net_share_issuance,scenario,0.003,0.9931,0.001,-0.002,-0.0069
ix_gross_profitability_x_leverage_change,scenario,-0.003,0.9935,-0.0049,-0.0079,-0.0129
ix_gross_profitability_x_fcf_to_assets,scenario,-0.001,0.9935,-0.0029,-0.0059,-0.0109
ix_gross_profitability_x_dividend_growth,scenario,-0.0048,0.9965,-0.0068,-0.0098,-0.0148
ix_gross_profitability_x_news_sentiment,scenario,0.0015,0.9951,-0.0005,-0.0035,-0.0084
ix_operating_accruals_x_asset_growth,scenario,0.0014,0.9921,-0.0006,-0.0036,-0.0085
ix_operating_accruals_x_net_share_issuance,scenario,-0.0017,0.9955,-0.0037,-0.0066,-0.0116
ix_operating_accruals_x_leverage_change,scenario,0.0059,0.9918,0.0039,0.001,-0.004
ix_operating_accruals_x_fcf_to_assets,scenario,-0.0028,0.9957,-0.0048,-0.0078,-0.0127
ix_operating_accruals_x_dividend_growth,scenario,0.0053,0.9951,0.0033,0.0004,-0.0046
ix_operating_accruals_x_news_sentiment,scenario,-0.0041,0.9942,-0.0061,-0.0091,-0.0141
ix_asset_growth_x_net_share_issuance,scenario,0.0032,0.9932,0.0012,-0.0018,-0.0068
ix_asset_growth_x_leverage_change,scenario,-0.0052,0.9938,-0.0072,-0.0102,-0.0151
ix_asset_growth_x_fcf_to_assets,scenario,-0.0008,0.9936,-0.0027,-0.0057,-0.0107
ix_asset_growth_x_dividend_growth,scenario,-0.0001,0.9957,-0.0021,-0.0051,-0.0101
ix_asset_growth_x_news_sentiment,scenario,0.0007,0.9944,-0.0013,-0.0043,-0.0092
ix_net_share_issuance_x_leverage_change,scenario,-0.0016,0.9932,-0.0036,-0.0066,-0.0115
ix_net_share_issuance_x_fcf_to_assets,scenario,0.0011,0.995,-0.0009,-0.0039,-0.0088
ix_net_share_issuance_x_dividend_growth,scenario,-0.0001,0.9976,-0.0021,-0.0051,-0.0101
ix_net_share_issuance_x_news_sentiment,scenario,-0.0028,0.9973,-0.0048,-0.0078,-0.0128
ix_leverage_change_x_fcf_to_assets,scenario,-0.0055,0.9926,-0.0075,-0.0105,-0.0154
ix_leverage_change_x_dividend_growth,scenario,0.0023,0.9965,0.0003,-0.0027,-0.0077
ix_leverage_change_x_news_sentiment,scenario,0.006,0.995,0.004,0.001,-0.004
ix_fcf_to_assets_x_dividend_growth,scenario,-0.0036,0.9968,-0.0056,-0.0086,-0.0136
ix_fcf_to_assets_x_news_sentiment,scenario,-0.001,0.9956,-0.003,-0.006,-0.011
ix_dividend_growth_x_news_sentiment,scenario,-0.0062,0.9973,-0.0082,-0.0112,-0.0162
ix_earnings_surprise_x_surprise,scenario,0.0023,0.9943,0.0004,-0.0026,-0.0076
ix_earnings_surprise_x_momentum,scenario,-0.0033,0.9995,-0.0053,-0.0083,-0.0133
ix_earnings_surprise_x_quality,scenario,0.0054,0.9946,0.0034,0.0004,-0.0046
ix_earnings_surprise_x_value,scenario,0.0041,0.9925,0.0021,-0.0009,-0.0058
ix_eps_growth_yoy_x_surprise,scenario,-0.0043,0.9947,-0.0063,-0.0093,-0.0143
ix_eps_growth_yoy_x_momentum,scenario,-0.0001,0.999,-0.0021,-0.0051,-0.0101
ix_eps_growth_yoy_x_quality,scenario,-0.0054,0.9945,-0.0073,-0.0103,-0.0153
ix_eps_growth_yoy_x_value,scenario,-0.0022,0.99,-0.0042,-0.0072,-0.0121
ix_rev_growth_yoy_x_surprise,scenario,-0.0,0.9949,-0.002,-0.005,-0.01
ix_rev_growth_yoy_x_momentum,scenario,-0.0006,0.9982,-0.0026,-0.0056,-0.0105
ix_rev_growth_yoy_x_quality,scenario,-0.0049,0.991,-0.0069,-0.0099,-0.0148
ix_rev_growth_yoy_x_value,scenario,-0.0025,0.9883,-0.0045,-0.0075,-0.0124
ix_gross_profitability_x_surprise,scenario,0.0009,0.9939,-0.0011,-0.0041,-0.009
ix_gross_profitability_x_momentum,scenario,0.003,0.9984,0.001,-0.002,-0.007
ix_gross_profitability_x_quality,scenario,-0.0045,0.992,-0.0065,-0.0095,-0.0144
ix_gross_profitability_x_value,scenario,-0.0039,0.9884,-0.0059,-0.0088,-0.0138
ix_operating_accruals_x_surprise,scenario,-0.0058,0.9951,-0.0078,-0.0108,-0.0157
ix_operating_accruals_x_momentum,scenario,0.0014,0.9998,-0.0006,-0.0036,-0.0086
ix_operating_accruals_x_quality,scenario,-0.003,0.9948,-0.005,-0.008,-0.0129
ix_operating_accruals_x_value,scenario,0.004,0.9905,0.0021,-0.0009,-0.0059
ix_asset_growth_x_surprise,scenario,-0.0029,0.9947,-0.0049,-0.0079,-0.0129
ix_asset_growth_x_momentum,scenario,0.0005,0.9986,-0.0015,-0.0045,-0.0095
ix_asset_growth_x_quality,scenario,-0.0056,0.9918,-0.0076,-0.0105,-0.0155
ix_asset_growth_x_value,scenario,-0.0008,0.9897,-0.0028,-0.0057,-0.0107
ix_net_share_issuance_x_surprise,scenario,-0.005,0.9942,-0.007,-0.01,-0.015
ix_net_share_issuance_x_momentum,scenario,0.0005,0.9998,-0.0015,-0.0045,-0.0095
ix_net_share_issuance_x_quality,scenario,-0.0034,0.9945,-0.0054,-0.0084,-0.0134
ix_net_share_issuance_x_value,scenario,-0.0071,0.9907,-0.009,-0.012,-0.017
ix_leverage_change_x_surprise,scenario,0.0052,0.9948,0.0032,0.0002,-0.0048
ix_leverage_change_x_momentum,scenario,0.005,0.9994,0.003,-0.0,-0.005
ix_leverage_change_x_quality,scenario,-0.0001,0.9907,-0.002,-0.005,-0.01
ix_leverage_change_x_value,scenario,0.0022,0.9873,0.0003,-0.0027,-0.0076
ix_fcf_to_assets_x_surprise,scenario,0.0015,0.9952,-0.0005,-0.0035,-0.0084
ix_fcf_to_assets_x_momentum,scenario,0.0025,0.9991,0.0005,-0.0025,-0.0075
ix_fcf_to_assets_x_quality,scenario,-0.0026,0.9926,-0.0046,-0.0075,-0.0125
ix_fcf_to_assets_x_value,scenario,-0.0025,0.9909,-0.0045,-0.0074,-0.0124
ix_dividend_growth_x_surprise,scenario,0.0014,0.9957,-0.0006,-0.0036,-0.0085
ix_dividend_growth_x_momentum,scenario,0.0036,0.9985,0.0016,-0.0014,-0.0064
ix_dividend_growth_x_quality,scenario,-0.0053,0.9954,-0.0073,-0.0103,-0.0153
ix_dividend_growth_x_value,scenario,-0.0017,0.9905,-0.0037,-0.0067,-0.0116
ix_news_sentiment_x_surprise,scenario,-0.0053,0.9963,-0.0073,-0.0103,-0.0153
ix_news_sentiment_x_momentum,scenario,-0.0026,0.9991,-0.0046,-0.0076,-0.0126
ix_news_sentiment_x_quality,scenario,0.0004,0.9955,-0.0016,-0.0046,-0.0095
ix_news_sentiment_x_value,scenario,-0.0029,0.9906,-0.0049,-0.0078,-0.0128
