endpoint,ticker,raw_path,rows,gitignored
dividends,NVDA,research/data/eodhd/raw/dividends/NVDA.json,55,True
dividends,NVO,research/data/eodhd/raw/dividends/NVO.json,27,True
dividends,NVR,research/data/eodhd/raw/dividends/NVR.json,0,True
dividends,NVS,research/data/eodhd/raw/dividends/NVS.json,17,True
dividends,NWG,research/data/eodhd/raw/dividends/NWG.json,17,True
dividends,NWS,research/data/eodhd/raw/dividends/NWS.json,22,True
dividends,NWSA,research/data/eodhd/raw/dividends/NWSA.json,22,True
dividends,NXPI,research/data/eodhd/raw/dividends/NXPI.json,32,True
dividends,O,research/data/eodhd/raw/dividends/O.json,198,True
dividends,ODFL,research/data/eodhd/raw/dividends/ODFL.json,39,True
dividends,OKE,research/data/eodhd/raw/dividends/OKE.json,66,True
