name,kind,family,weighting,sector_neutral,n_events,n_months,mean_ic,ic_t,ic_p,bh_significant,mean_spread,spread_hit_rate,net_spread_25bps,net_spread_50bps,subperiod_stable,ic_old,ic_new,top_sector_share,status
ix_eps_growth_yoy_x_rev_growth_yoy,scenario,interaction,,False,38377,120,-0.0274,-2.15,0.0317,False,-0.0009,0.5417,-0.0059,-0.0109,False,-0.0118,-0.0481,0.7432,rejected
ix_eps_growth_yoy_x_gross_profitability,scenario,interaction,,False,38280,120,0.0008,0.06,0.9547,False,0.0004,0.4833,-0.0046,-0.0095,False,0.0041,0.0019,0.6929,rejected
ix_eps_growth_yoy_x_operating_accruals,scenario,interaction,,False,38381,120,-0.0038,-0.3,0.7671,False,-0.0021,0.5083,-0.0071,-0.0121,False,-0.004,0.0,0.7424,rejected
ix_eps_growth_yoy_x_asset_growth,scenario,interaction,,False,38346,120,-0.0072,-0.48,0.6292,False,0.0044,0.5417,-0.0006,-0.0056,False,-0.0055,-0.0026,0.7574,rejected
ix_eps_growth_yoy_x_net_share_issuance,scenario,interaction,,False,38242,120,-0.0226,-1.49,0.1375,False,-0.0034,0.55,-0.0084,-0.0134,False,0.0033,-0.0443,0.6672,rejected
ix_eps_growth_yoy_x_leverage_change,scenario,interaction,,False,38223,120,-0.0102,-0.76,0.4473,False,-0.005,0.5333,-0.01,-0.0149,False,0.0044,-0.0166,0.7126,rejected
ix_eps_growth_yoy_x_fcf_to_assets,scenario,interaction,,False,38175,120,-0.0007,-0.05,0.9615,False,0.0032,0.45,-0.0017,-0.0067,False,-0.0127,0.0012,0.7251,rejected
ix_eps_growth_yoy_x_dividend_growth,scenario,interaction,,False,32625,120,-0.0162,-1.22,0.2241,False,-0.0022,0.6167,-0.0072,-0.0122,False,-0.0162,0.0059,0.7885,rejected
ix_eps_growth_yoy_x_news_sentiment,scenario,interaction,,False,29125,120,-0.0099,-0.68,0.4979,False,-0.006,0.5083,-0.011,-0.016,False,-0.0302,-0.0101,0.6518,rejected
ix_rev_growth_yoy_x_gross_profitability,scenario,interaction,,False,38496,120,0.0143,1.05,0.2929,False,0.0043,0.5667,-0.0006,-0.0056,True,0.0149,0.0143,0.667,rejected
ix_rev_growth_yoy_x_operating_accruals,scenario,interaction,,False,38593,120,0.0171,1.38,0.1684,False,0.0041,0.5833,-0.0009,-0.0058,False,0.0288,0.0149,0.6514,rejected
ix_rev_growth_yoy_x_asset_growth,scenario,interaction,,False,38528,120,0.0046,0.37,0.713,False,0.0015,0.5167,-0.0034,-0.0084,False,0.0154,-0.0076,0.6529,rejected
ix_rev_growth_yoy_x_net_share_issuance,scenario,interaction,,False,38460,120,0.0004,0.03,0.9755,False,-0.0006,0.4833,-0.0056,-0.0105,False,0.0106,-0.0217,0.6465,rejected
ix_rev_growth_yoy_x_leverage_change,scenario,interaction,,False,38399,120,-0.0117,-0.96,0.3362,False,-0.0033,0.5917,-0.0083,-0.0132,False,-0.017,-0.0018,0.6388,rejected
ix_rev_growth_yoy_x_fcf_to_assets,scenario,interaction,,False,38391,120,-0.0189,-1.52,0.1293,False,-0.0023,0.5417,-0.0073,-0.0123,False,-0.0278,-0.0065,0.6876,rejected
ix_rev_growth_yoy_x_dividend_growth,scenario,interaction,,False,32535,120,0.0025,0.17,0.8673,False,0.0026,0.475,-0.0024,-0.0073,False,0.0226,-0.0063,0.7043,rejected
ix_rev_growth_yoy_x_news_sentiment,scenario,interaction,,False,29276,120,0.0226,1.7,0.0895,False,0.003,0.5417,-0.0019,-0.0069,True,0.0033,0.0504,0.6697,rejected
ix_gross_profitability_x_operating_accruals,scenario,interaction,,False,38508,120,0.0066,0.5,0.6158,False,0.0002,0.5,-0.0047,-0.0097,True,-0.0047,0.0143,0.662,rejected
ix_gross_profitability_x_asset_growth,scenario,interaction,,False,38432,120,0.0004,0.03,0.9728,False,0.0029,0.4833,-0.0021,-0.007,False,0.0012,-0.0029,0.7182,rejected
ix_gross_profitability_x_net_share_issuance,scenario,interaction,,False,38465,120,0.0166,1.16,0.2451,False,0.003,0.525,-0.002,-0.0069,True,0.0047,0.0261,0.6275,rejected
ix_gross_profitability_x_leverage_change,scenario,interaction,,False,38404,120,-0.013,-1.13,0.2586,False,-0.003,0.5667,-0.0079,-0.0129,False,-0.0138,-0.0,0.56,rejected
ix_gross_profitability_x_fcf_to_assets,scenario,interaction,,False,38407,120,-0.0073,-0.59,0.5581,False,-0.001,0.4833,-0.0059,-0.0109,False,-0.0009,-0.0174,0.5858,rejected
ix_gross_profitability_x_dividend_growth,scenario,interaction,,False,32436,120,-0.0366,-2.33,0.0197,False,-0.0048,0.6,-0.0098,-0.0148,False,-0.0223,-0.0363,0.7065,rejected
ix_gross_profitability_x_news_sentiment,scenario,interaction,,False,29277,120,0.0134,1.04,0.2993,False,0.0015,0.5583,-0.0035,-0.0084,True,0.0088,0.018,0.6192,rejected
ix_operating_accruals_x_asset_growth,scenario,interaction,,False,38529,120,0.0053,0.44,0.663,False,0.0014,0.5833,-0.0036,-0.0085,False,0.0125,-0.0057,0.684,rejected
ix_operating_accruals_x_net_share_issuance,scenario,interaction,,False,38461,120,-0.004,-0.35,0.7235,False,-0.0017,0.5,-0.0066,-0.0116,False,0.0132,-0.0287,0.6399,rejected
ix_operating_accruals_x_leverage_change,scenario,interaction,,False,38404,120,0.0234,1.73,0.0845,False,0.0059,0.5667,0.001,-0.004,True,0.0124,0.037,0.6691,rejected
ix_operating_accruals_x_fcf_to_assets,scenario,interaction,,False,38404,120,-0.0023,-0.17,0.8652,False,-0.0028,0.525,-0.0078,-0.0127,False,0.0078,-0.0084,0.6468,rejected
ix_operating_accruals_x_dividend_growth,scenario,interaction,,False,32537,120,0.0221,1.75,0.08,False,0.0053,0.6,0.0004,-0.0046,True,0.022,0.0325,0.7071,rejected
ix_operating_accruals_x_news_sentiment,scenario,interaction,,False,29277,120,-0.008,-0.67,0.5004,False,-0.0041,0.5417,-0.0091,-0.0141,False,-0.0085,-0.0085,0.6355,rejected
ix_asset_growth_x_net_share_issuance,scenario,interaction,,False,38396,120,0.0047,0.33,0.7381,False,0.0032,0.5083,-0.0018,-0.0068,True,0.0104,0.0027,0.616,rejected
ix_asset_growth_x_leverage_change,scenario,interaction,,False,38404,120,-0.0283,-2.13,0.0335,False,-0.0052,0.6083,-0.0102,-0.0151,False,-0.0105,-0.0243,0.5981,rejected
ix_asset_growth_x_fcf_to_assets,scenario,interaction,,False,38327,120,-0.0135,-1.07,0.2852,False,-0.0008,0.525,-0.0057,-0.0107,False,-0.0269,-0.0033,0.648,rejected
ix_asset_growth_x_dividend_growth,scenario,interaction,,False,32532,120,-0.0107,-0.74,0.4599,False,-0.0001,0.5333,-0.0051,-0.0101,False,-0.0003,-0.0194,0.7041,rejected
ix_asset_growth_x_news_sentiment,scenario,interaction,,False,29218,120,0.0097,0.76,0.4489,False,0.0007,0.525,-0.0043,-0.0092,False,-0.0035,0.0188,0.6387,rejected
ix_net_share_issuance_x_leverage_change,scenario,interaction,,False,38390,120,-0.0144,-1.29,0.1957,False,-0.0016,0.5583,-0.0066,-0.0115,False,0.0053,-0.0213,0.5874,rejected
ix_net_share_issuance_x_fcf_to_assets,scenario,interaction,,False,38390,120,-0.01,-0.76,0.4484,False,0.0011,0.4333,-0.0039,-0.0088,False,-0.0359,0.0184,0.6438,rejected
ix_net_share_issuance_x_dividend_growth,scenario,interaction,,False,32398,120,0.0103,0.83,0.4093,False,-0.0001,0.5667,-0.0051,-0.0101,False,0.0077,0.0168,0.6311,rejected
ix_net_share_issuance_x_news_sentiment,scenario,interaction,,False,29241,120,-0.0073,-0.64,0.5236,False,-0.0028,0.5667,-0.0078,-0.0128,False,-0.0255,0.0017,0.6631,rejected
ix_leverage_change_x_fcf_to_assets,scenario,interaction,,False,38321,120,-0.0167,-1.46,0.1446,False,-0.0055,0.55,-0.0105,-0.0154,False,0.0008,-0.0325,0.5591,rejected
ix_leverage_change_x_dividend_growth,scenario,interaction,,False,32409,120,0.0051,0.45,0.6532,False,0.0023,0.5167,-0.0027,-0.0077,False,0.0089,-0.0037,0.682,rejected
ix_leverage_change_x_news_sentiment,scenario,interaction,,False,29195,120,0.0125,1.02,0.3083,False,0.006,0.575,0.001,-0.004,True,0.037,-0.0034,0.5886,rejected
ix_fcf_to_assets_x_dividend_growth,scenario,interaction,,False,32331,120,-0.0251,-1.57,0.1159,False,-0.0036,0.4917,-0.0086,-0.0136,False,-0.015,-0.0471,0.7111,rejected
ix_fcf_to_assets_x_news_sentiment,scenario,interaction,,False,29201,120,0.0036,0.3,0.7645,False,-0.001,0.4667,-0.006,-0.011,False,0.008,-0.0003,0.6416,rejected
ix_dividend_growth_x_news_sentiment,scenario,interaction,,False,24311,120,-0.0108,-0.86,0.3915,False,-0.0062,0.5167,-0.0112,-0.0162,False,-0.0254,-0.0178,0.6602,rejected
ix_earnings_surprise_x_surprise,scenario,interaction,,False,36862,120,-0.007,-0.47,0.6392,False,0.0023,0.4583,-0.0026,-0.0076,False,0.0028,-0.0203,0.7634,rejected
ix_earnings_surprise_x_momentum,scenario,interaction,,False,20304,119,-0.0119,-0.91,0.3646,False,-0.0033,0.5882,-0.0083,-0.0133,False,-0.0096,-0.0118,0.8103,rejected
ix_earnings_surprise_x_quality,scenario,interaction,,False,36826,120,-0.0046,-0.41,0.6809,False,0.0054,0.525,0.0004,-0.0046,False,-0.0075,0.0064,0.7006,rejected
ix_earnings_surprise_x_value,scenario,interaction,,False,36689,120,0.0131,1.17,0.2424,False,0.0041,0.475,-0.0009,-0.0058,True,0.0146,0.0147,0.7362,rejected
ix_eps_growth_yoy_x_surprise,scenario,interaction,,False,36685,120,-0.0222,-1.73,0.0834,False,-0.0043,0.6167,-0.0093,-0.0143,False,-0.0259,-0.0125,0.7475,rejected
ix_eps_growth_yoy_x_momentum,scenario,interaction,,False,20330,119,-0.0254,-1.67,0.0951,False,-0.0001,0.5546,-0.0051,-0.0101,False,-0.0089,-0.0377,0.8091,rejected
ix_eps_growth_yoy_x_quality,scenario,interaction,,False,36963,120,-0.0205,-1.64,0.1001,False,-0.0054,0.5583,-0.0103,-0.0153,False,-0.0344,-0.0072,0.6677,rejected
ix_eps_growth_yoy_x_value,scenario,interaction,,False,36977,120,0.0002,0.01,0.9904,False,-0.0022,0.5167,-0.0072,-0.0121,False,-0.0062,0.0208,0.6868,rejected
ix_rev_growth_yoy_x_surprise,scenario,interaction,,False,36763,120,0.0023,0.16,0.872,False,-0.0,0.5167,-0.005,-0.01,False,-0.0152,0.0185,0.7009,rejected
ix_rev_growth_yoy_x_momentum,scenario,interaction,,False,20436,119,-0.0098,-0.76,0.4493,False,-0.0006,0.5546,-0.0056,-0.0105,False,-0.0047,-0.0161,0.8023,rejected
ix_rev_growth_yoy_x_quality,scenario,interaction,,False,37166,120,-0.0217,-1.85,0.0637,False,-0.0049,0.55,-0.0099,-0.0148,False,-0.0293,-0.019,0.641,rejected
ix_rev_growth_yoy_x_value,scenario,interaction,,False,36984,120,-0.001,-0.07,0.9465,False,-0.0025,0.5333,-0.0075,-0.0124,False,0.0054,-0.0118,0.6672,rejected
ix_gross_profitability_x_surprise,scenario,interaction,,False,36705,120,-0.0147,-1.32,0.1872,False,0.0009,0.4583,-0.0041,-0.009,False,-0.022,0.0074,0.6999,rejected
ix_gross_profitability_x_momentum,scenario,interaction,,False,20443,119,0.0039,0.36,0.7185,False,0.003,0.4874,-0.002,-0.007,False,0.0111,0.0067,0.7839,rejected
ix_gross_profitability_x_quality,scenario,interaction,,False,37178,120,-0.0151,-1.12,0.2636,False,-0.0045,0.5083,-0.0095,-0.0144,False,-0.0093,-0.025,0.5737,rejected
ix_gross_profitability_x_value,scenario,interaction,,False,36895,120,-0.0251,-1.77,0.0767,False,-0.0039,0.525,-0.0088,-0.0138,False,-0.03,-0.0088,0.6889,rejected
ix_operating_accruals_x_surprise,scenario,interaction,,False,36768,120,-0.0045,-0.42,0.6722,False,-0.0058,0.525,-0.0108,-0.0157,False,-0.0017,-0.0059,0.6631,rejected
ix_operating_accruals_x_momentum,scenario,interaction,,False,20441,119,0.0011,0.11,0.9116,False,0.0014,0.5126,-0.0036,-0.0086,False,0.0181,-0.0008,0.7775,rejected
ix_operating_accruals_x_quality,scenario,interaction,,False,37178,120,-0.0112,-1.01,0.3114,False,-0.003,0.5167,-0.008,-0.0129,False,0.0141,-0.0253,0.5841,rejected
ix_operating_accruals_x_value,scenario,interaction,,False,36989,120,0.0155,1.51,0.1312,False,0.004,0.5167,-0.0009,-0.0059,True,0.0029,0.0187,0.6582,rejected
ix_asset_growth_x_surprise,scenario,interaction,,False,36715,120,-0.0188,-1.69,0.0906,False,-0.0029,0.6167,-0.0079,-0.0129,False,-0.0326,0.0035,0.68,rejected
ix_asset_growth_x_momentum,scenario,interaction,,False,20421,119,-0.0048,-0.37,0.7106,False,0.0005,0.4706,-0.0045,-0.0095,False,-0.015,-0.009,0.7892,rejected
ix_asset_growth_x_quality,scenario,interaction,,False,37122,120,-0.0286,-2.42,0.0156,False,-0.0056,0.55,-0.0105,-0.0155,False,-0.0305,-0.0248,0.6249,rejected
ix_asset_growth_x_value,scenario,interaction,,False,36952,120,0.0084,0.58,0.5626,False,-0.0008,0.4833,-0.0057,-0.0107,False,0.004,0.0039,0.6177,rejected
ix_net_share_issuance_x_surprise,scenario,interaction,,False,36676,120,-0.0258,-1.65,0.0989,False,-0.005,0.5167,-0.01,-0.015,False,-0.0381,-0.002,0.662,rejected
ix_net_share_issuance_x_momentum,scenario,interaction,,False,20405,119,-0.0161,-1.3,0.1924,False,0.0005,0.479,-0.0045,-0.0095,False,-0.0189,-0.0158,0.7709,rejected
ix_net_share_issuance_x_quality,scenario,interaction,,False,37171,120,-0.0226,-2.05,0.0401,False,-0.0034,0.55,-0.0084,-0.0134,False,-0.0298,0.0002,0.693,rejected
ix_net_share_issuance_x_value,scenario,interaction,,False,36856,120,-0.009,-0.58,0.5616,False,-0.0071,0.5333,-0.012,-0.017,False,-0.0051,-0.0323,0.5863,rejected
ix_leverage_change_x_surprise,scenario,interaction,,False,36639,120,0.0158,1.06,0.2878,False,0.0052,0.5,0.0002,-0.0048,False,0.0195,0.0054,0.6477,rejected
ix_leverage_change_x_momentum,scenario,interaction,,False,20395,119,0.0221,1.67,0.0955,False,0.005,0.5714,-0.0,-0.005,False,0.0124,0.0323,0.7714,rejected
ix_leverage_change_x_quality,scenario,interaction,,False,37121,120,-0.0041,-0.46,0.6431,False,-0.0001,0.55,-0.005,-0.01,False,0.0048,-0.0103,0.5874,rejected
ix_leverage_change_x_value,scenario,interaction,,False,36834,120,0.0229,1.63,0.1026,False,0.0022,0.5583,-0.0027,-0.0076,True,0.0216,0.0177,0.637,rejected
ix_fcf_to_assets_x_surprise,scenario,interaction,,False,36637,120,-0.0095,-0.87,0.387,False,0.0015,0.4833,-0.0035,-0.0084,False,-0.0195,0.0007,0.6805,rejected
ix_fcf_to_assets_x_momentum,scenario,interaction,,False,20398,119,0.007,0.59,0.5564,False,0.0025,0.5546,-0.0025,-0.0075,True,0.016,-0.0023,0.7634,rejected
ix_fcf_to_assets_x_quality,scenario,interaction,,False,37178,120,0.0032,0.26,0.7975,False,-0.0026,0.4833,-0.0075,-0.0125,True,-0.0142,0.024,0.5447,rejected
ix_fcf_to_assets_x_value,scenario,interaction,,False,36796,120,-0.0158,-1.16,0.2442,False,-0.0025,0.55,-0.0074,-0.0124,False,-0.0109,-0.0162,0.6255,rejected
ix_dividend_growth_x_surprise,scenario,interaction,,False,31107,120,-0.0012,-0.1,0.9223,False,0.0014,0.45,-0.0036,-0.0085,False,-0.0315,0.0518,0.736,rejected
ix_dividend_growth_x_momentum,scenario,interaction,,False,16821,119,0.0089,0.57,0.569,False,0.0036,0.5714,-0.0014,-0.0064,False,0.0121,0.0273,0.817,rejected
ix_dividend_growth_x_quality,scenario,interaction,,False,31349,120,-0.0239,-1.64,0.1002,False,-0.0053,0.575,-0.0103,-0.0153,False,-0.012,-0.0332,0.6676,rejected
ix_dividend_growth_x_value,scenario,interaction,,False,31438,120,-0.003,-0.24,0.8136,False,-0.0017,0.525,-0.0067,-0.0116,False,-0.0072,0.0165,0.7243,rejected
ix_news_sentiment_x_surprise,scenario,interaction,,False,28247,120,-0.0005,-0.04,0.9686,False,-0.0053,0.5417,-0.0103,-0.0153,False,0.0021,-0.0223,0.7085,rejected
ix_news_sentiment_x_momentum,scenario,interaction,,False,19180,119,-0.0129,-1.12,0.263,False,-0.0026,0.4958,-0.0076,-0.0126,False,-0.0194,-0.0114,0.7739,rejected
ix_news_sentiment_x_quality,scenario,interaction,,False,28368,120,0.0042,0.34,0.7326,False,0.0004,0.5167,-0.0046,-0.0095,False,0.0048,0.0111,0.6088,rejected
ix_news_sentiment_x_value,scenario,interaction,,False,28344,120,-0.0087,-0.7,0.4869,False,-0.0029,0.5417,-0.0078,-0.0128,False,0.0072,-0.0275,0.6555,rejected
