side,rank_sn,ticker,sector,sector_repaired,sector_is_unknown,comp_sn,comp_raw,cohort,liquidity_proxy,before_review_label,review_decision,reviewer,reviewed_at,conviction,reviewer_notes,approved,order_action,review_status
SHORT,444,BG,Consumer Staples,True,False,-2.07734,-2.31218,new,113196015.45657,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,445,NCLH,Consumer Discretionary,True,False,-2.08557,-0.57533,new,267531558.05542,HOLD,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,446,AMP,Financials,True,False,-2.09235,-2.46018,new,171057305.50715,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,447,SHW,Materials,False,False,-2.12023,-1.65242,old,368089323.03318,HOLD,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,448,HSIC,Health Care,True,False,-2.16764,-1.84215,new,106370167.48306,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,449,MLM,Materials,True,False,-2.16781,-3.00554,new,172371925.44176,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,450,DIS,Communication Services,False,False,-2.23476,0.78438,old,1194384428.10986,HOLD,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,451,LMT,Industrials,False,False,-2.2679,-2.17023,old,493019038.92022,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,452,SOLV,Health Care,True,False,-2.2828,-1.94268,new,92560308.85604,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,453,BSX,Health Care,False,False,-2.31426,-1.84967,old,407302828.32592,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,454,PPG,Materials,True,False,-2.47992,-1.99633,new,187670740.54394,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,455,HON,Industrials,False,False,-2.49267,-2.38198,old,527220909.3048,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,456,CVNA,Consumer Discretionary,True,False,-2.54004,-1.80877,old,429384601.72938,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,457,LII,Industrials,True,False,-2.56019,-2.45213,new,106165446.20729,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,458,PHM,Consumer Discretionary,True,False,-2.58929,-1.8516,new,156597538.63249,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,459,MRSH,Financials,True,False,-2.62074,-2.98196,old,256304522.05498,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,460,OMC,Communication Services,True,False,-2.62675,-2.36852,new,168603249.78564,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,461,TM,Consumer Discretionary,True,False,-2.66774,-1.10544,old,38922415.21987,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,462,EME,Industrials,True,False,-2.71108,-2.60938,new,79006263.17245,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,463,AMZN,Consumer Discretionary,False,False,-2.73784,-1.97025,old,8421941682.37484,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,464,COHR,Information Technology,True,False,-2.88072,-2.11086,old,193111788.66134,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,465,SWK,Industrials,True,False,-2.9245,-2.79481,new,168163886.14803,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,466,WBD,Communication Services,True,False,-3.08076,0.03658,old,274235628.13802,HOLD,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,467,PNR,Industrials,True,False,-3.2025,-3.0805,new,93758988.66961,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,468,APTV,Consumer Discretionary,True,False,-3.38069,-1.74093,new,183699022.02728,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,469,BALL,Materials,True,False,-3.42666,-4.11589,new,146405764.60994,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,470,MKC,Consumer Staples,True,False,-3.51554,-3.75572,new,176779841.44486,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,471,CLX,Consumer Staples,True,False,-3.63907,-3.35832,new,198104099.86705,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,472,J,Industrials,True,False,-3.64319,-3.48265,new,82196842.05247,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,473,HII,Industrials,True,False,-3.70721,-3.54199,new,86383841.46825,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,474,CBRE,Real Estate,True,False,-3.77285,-4.01726,new,133441799.37628,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,475,PSKY,Communication Services,True,False,-3.92553,-0.72343,new,289214360.65994,HOLD,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,476,FSLR,Information Technology,True,False,-4.00981,-3.12216,new,265853418.93252,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,477,PSX,Energy,True,False,-4.10584,-3.7613,old,252871468.29936,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,478,QCOM,Information Technology,False,False,-4.14633,-3.7303,old,1059492593.47649,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,479,WDC,Information Technology,True,False,-4.63795,-3.71866,old,448572374.97604,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,480,MAS,Industrials,True,False,-4.69864,-4.54068,new,125421593.6439,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,481,NOC,Industrials,False,False,-5.08953,-4.90491,old,331514933.96267,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,482,CTVA,Materials,True,False,-5.62798,-6.08138,new,193732931.54763,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
SHORT,483,ASML,Information Technology,True,False,-8.80095,-8.19163,old,633881800.53494,SHORT,NEEDS_REVIEW,,,,,FALSE,NO_ORDER,PAPER_REVIEW_ONLY
